	sample1	sample2	sample3	sample4
LOC105375116	4	9	2	0
LOC105375115	0	0	0	0
LOC124901806	0	1	5	1
LOC124901808	19	25	47	80
FAM20C	1078	1015	1524	1954
LOC124901807	4	11	3	8
FOXL3	0	1	0	0
FOXL3-OT1	0	0	0	0
LOC105375118	3	4	0	0
LOC124901809	0	5	0	0
LOC442497	11	34	22	26
LOC116435278	1	0	0	0
LOC112267991	0	0	0	0
LOC124901566	0	25	0	0
PDGFA	1226	1120	1995	1990
PDGFA-DT	630	340	51	48
PRKAR1B	1192	831	920	1444
PRKAR1B-AS2	7	16	4	2
PRKAR1B-AS1	18	21	1	5
LOC105375119	2	15	3	1
DNAAF5	1331	1152	3119	3368
LOC124901567	5	4	5	6
SUN1	6949	6028	7152	4006
LOC124901568	32	52	59	30
GET4	864	693	1537	1886
ADAP1	176	137	320	369
LOC124901569	2	0	0	3
COX19	501	578	479	593
C7orf50	1544	1234	1501	1903
LOC124901571	6	9	10	2
CYP2W1	18	71	15	5
LOC124901570	11	18	2	2
MIR339	2	3	1	2
GPR146	484	365	201	111
LOC105375120	15	46	17	5
GPER1	159	172	32	24
LOC102723758	125	243	112	51
ZFAND2A	217	203	82	142
ZFAND2A-DT	111	115	89	82
UNCX	0	2	0	0
MICALL2	332	426	340	292
MICALL2-DT	12	16	4	8
INTS1	4072	3870	7618	8350
LOC124901572	0	0	1	2
MAFK	804	749	443	666
LOC100128653	76	86	42	54
TMEM184A	35	45	69	107
PSMG3	558	448	877	1191
PSMG3-AS1	123	227	67	78
LOC105375123	2	8	2	1
TFAMP1	0	3	3	3
LOC105375303	0	1	0	0
ELFN1	157	410	262	180
LNCRI	4	15	3	0
LOC124901819	3	11	3	1
LOC105375124	4	50	2	0
ELFN1-AS1	1	4	0	0
MAD1L1	751	728	1036	1270
LOC100127955	4	7	5	1
MIR4655	2	4	0	0
LOC124901573	4	9	3	2
SNORA114	2	2	1	2
LOC105375127	51	109	26	20
LOC105375126	8	18	8	1
MRM2	601	570	1103	1466
NUDT1	388	310	1031	1156
SNX8	562	510	1201	1171
MIR6836	0	0	1	0
EIF3B	4330	4051	16528	18136
CHST12	566	675	552	645
GRIFIN	3	1	4	0
LOC107986759	0	0	0	0
LFNG	644	629	738	941
MIR4648	4	1	0	3
BRAT1	1455	1302	2211	2887
IQCE	920	778	243	355
LOC107986760	25	16	10	8
TTYH3	3619	4380	7287	5922
AMZ1	769	721	653	393
GNA12	1594	1337	1750	1439
CARD11	11	60	1714	1784
CARD11-AS1	0	0	0	1
LOC105375130	1	1	0	0
LOC100129603	0	1	1	1
LOC124901574	3	2	7	6
LOC124901575	0	0	0	0
SDK1-AS1	1409	2726	241	104
SDK1	1575	1801	576	346
LOC124901577	953	2046	111	49
LOC124901576	7	11	3	4
LOC105375131	6	9	9	3
LOC124901578	0	0	0	0
LOC124901579	0	0	0	0
LOC105375133	0	0	0	0
LOC124901580	0	1	1	1
FOXK1	5196	4646	920	702
LOC124901581	89	188	6	3
AP5Z1	692	685	477	750
MIR4656	6	9	3	3
RADIL	1160	685	209	174
SNORD165	0	3	0	0
PAPOLB	85	99	9	7
MMD2	0	7	4	0
RNF216P1	572	621	596	753
RBAK-RBAKDN	0	0	0	0
RBAK	1466	1609	2020	1635
RBAKDN	0	0	0	0
ZNF890P	0	2	5	2
WIPI2	1819	1476	2569	3469
SLC29A4	332	340	343	237
TNRC18	8412	7972	612	890
LINC02983	156	150	47	61
FBXL18	819	696	1436	1780
LOC124901847	0	4	3	3
MIR589	4	8	10	18
LOC221946	118	111	204	148
ACTB	41662	59453	123169	143022
FSCN1	4903	5004	20576	25507
RNF216	3289	2860	2223	2344
RNF216-IT1	14	25	6	1
MIR6874	2	0	0	2
ZNF815P	36	60	62	104
OCM	0	2	2	1
CCZ1	362	450	829	888
RSPH10B	2	3	3	2
PMS2	561	529	537	757
AIMP2	612	476	665	1061
SNORA80D	26	25	47	34
EIF2AK1	3223	2530	3874	3929
ANKRD61	100	158	69	75
USP42	814	1005	890	952
CYTH3	2623	2198	835	866
FAM220A	0	0	0	0
SAGSIN1	0	0	0	0
RAC1	4228	4245	7209	6558
DAGLB	483	461	760	914
KDELR2	4069	5440	3184	3425
GRID2IP	24	23	110	83
LOC101927325	9	11	6	12
ZDHHC4	1158	743	908	1048
LOC124901582	21	17	13	16
INTS15	621	599	588	772
ZNF853	948	712	343	302
ZNF316	1445	1534	670	814
LOC124901583	19	17	8	12
ZNF12	2276	2239	2349	2128
SPDYE20P	2	4	0	0
PMS2CL	185	212	270	203
RSPH10B2	37	45	41	41
CCZ1B	285	224	313	313
LOC112267992	3	8	4	5
LOC107986763	0	2	4	3
LOC105375138	11	12	3	1
LOC124901585	2	1	3	1
MIR3683	0	0	0	0
LOC100131257	11	18	3	1
LOC124901584	0	1	0	0
C1GALT1	1137	1794	4808	3968
LINC03016	13	8	8	4
LOC107986764	6	0	1	2
COL28A1	32	101	21	18
MIOS-DT	47	57	12	22
MIOS	1359	1376	2329	2767
RPA3	525	478	1361	1572
UMAD1	145	191	236	244
LOC105379719	0	3	1	3
LOC124901586	16	30	2	2
GLCCI1-DT	14	25	3	5
GLCCI1	906	979	521	458
LOC105375142	16	19	3	1
ICA1	1482	1375	726	848
LOC124901587	18	21	0	1
ICA1-AS1	56	50	37	27
NXPH1	1	35	10	3
LOC105375144	0	2	0	1
PER3P1	0	1	1	0
LOC105375145	0	1	0	0
LOC105375148	0	0	2	2
LOC105375147	0	0	0	0
LOC105375146	0	0	0	0
LOC105375149	2	5	0	0
LOC105375150	23	29	0	0
LOC124901860	0	2	0	0
MGC4859	13	10	31	39
LOC124901588	0	0	0	0
LOC107986766	1	0	0	0
LOC124900231	0	4	0	0
LOC100131472	0	0	0	0
NDUFA4	8906	5464	5918	6880
LOC107986767	1	6	16	9
PHF14	2016	2702	2718	3452
LOC124901590	1	19	1	0
THSD7A	1833	2272	61	65
LOC105375151	17	21	0	0
LOC124901589	3	4	1	0
TMEM106B	2148	2442	1616	1291
VWDE	263	871	2258	1726
LOC105375154	0	4	3	1
LOC105375155	1	0	0	0
LOC105375156	1	0	3	9
LOC102725191	1	1	3	4
LOC107986768	135	11	1	1
SCIN	27	81	7	20
LOC105375157	0	0	0	0
ARL4A	676	769	639	875
LOC124900237	1	6	0	1
LOC105375158	4	1	0	0
LOC107986770	3	0	0	0
LOC105375161	25	13	63	22
ETV1	6740	4481	3553	3981
LOC105375162	0	0	0	0
DGKB	75	89	16	16
LOC105375164	4	7	1	1
AGMO	4	3	6	8
LOC124901592	0	1	0	0
LOC124901591	1	0	0	0
MEOX2	280	403	7	3
LOC105375166	42	77	0	0
LINC02587	36	38	1	6
LOC101927558	14	6	0	0
LOC105375167	2	13	0	0
CRPPA	481	460	40	49
CRPPA-AS1	49	52	1	1
LOC105375168	24	18	4	6
SOSTDC1	138	202	5	9
LRRC72	0	1	0	0
ANKMY2	1542	1337	423	439
LOC105375169	31	51	5	2
BZW2	8756	5480	4175	4477
TSPAN13	879	899	987	1237
LOC124901593	14	41	2	1
AGR2	44	231	3	1
AGR3	1	23	0	0
LOC124901594	0	5	0	1
LOC105375170	4	3	0	1
LOC124901595	9	12	0	0
LOC124901596	0	0	0	0
LOC107986772	2	0	0	0
LOC101927609	1	10	0	1
AHR	1236	1696	705	733
LOC105375171	1	1	0	0
LINC02888	1	4	0	1
LOC105375172	4	16	14	30
LINC02889	2	0	0	0
SNX13	3019	3264	1907	1655
PRPS1L1	0	0	0	0
HDAC9	2742	2307	404	340
MIR1302-6	1	1	0	0
LOC124901598	20	11	0	0
HDAC9-AS1	4	5	0	0
LOC124901597	13	73	1	0
TWIST1	206	443	14	15
FERD3L	0	0	0	0
LOC107986773	4	3	2	7
LOC105375179	0	12	1	0
LOC105375180	1	5	0	1
POLR1F	728	788	1745	2198
MIR3146	3	6	0	1
TMEM196	2	20	7	5
LOC107986774	3	6	7	9
LOC105379720	0	2	33	16
LOC101927668	0	1	551	872
LOC105375181	0	2	27	35
MACC1	17	70	2740	2703
MACC1-AS1	0	0	41	31
GIRGL	3	6	133	152
LOC101927769	1	0	0	0
ITGB8-AS1	22	16	21	19
ITGB8	1284	1608	495	396
LOC124900239	3	8	0	0
ABCB5	2	8	3	2
SP8	0	1	797	638
RPL23P8	9	4	29	29
LINC01162	0	0	28	30
SP4	1476	1676	2334	2156
MIR1183	1	1	0	2
DNAH11	1053	1152	416	322
LOC105375183	11	13	1	0
LOC124901599	9	10	3	0
LOC107986775	11	5	1	2
CDCA7L	3206	1976	3893	4404
RAPGEF5	2040	2533	728	611
STEAP1B	47	104	188	255
STEAP1B-AS1	56	63	69	92
LOC401312	1	4	26	40
IL6-AS1	1	4	9	11
IL6	5	4	16	24
TOMM7	2744	1723	4533	5133
LOC112267993	2	4	5	8
SNHG26	48	68	161	213
SNORD93	1	6	11	21
LOC107986776	4	2	3	1
LOC124901600	0	2	0	0
HYCC1	2822	2894	4520	4886
LOC105375185	0	0	0	0
LOC105375186	0	1	0	0
KLHL7-DT	38	23	35	46
KLHL7	2183	1740	2503	3394
NUP42	534	572	651	865
LOC101927890	0	0	0	0
GPNMB	1091	667	48	46
MALSU1	859	657	948	1374
IGF2BP3	2039	2178	6067	6497
SNORD65C	2	10	3	3
RPS2P32	89	66	17	10
TRA2A	1781	2375	1506	1790
CLK2P1	2	4	6	3
LOC105375187	0	0	3	0
CCDC126	189	215	84	99
FAM221A	104	111	454	418
STK31	12	27	8	11
LOC124901835	0	0	0	0
LOC105375188	0	0	0	0
LOC107986777	0	5	36	43
LOC124901831	0	0	0	0
NPY	5	21	20	33
LOC124901601	0	0	0	0
PALS2	1271	1479	2411	2413
GSDME	304	360	175	219
LOC124901820	6	4	5	3
OSBPL3	1152	895	696	895
CYCS	7246	6704	6139	7179
C7orf31	239	178	50	47
LOC124901603	1	3	0	0
LOC124901602	4	10	2	0
LOC105375191	1	0	0	0
NPVF	1	0	0	0
LOC124901858	0	0	0	0
LOC105375193	0	0	0	0
LOC105375195	1	0	0	0
LOC105375194	0	1	0	0
LOC124901604	0	1	0	0
LOC105375196	0	1	0	0
LINC03007	17	28	2	0
LOC100506236	0	3	0	0
LOC105375199	0	0	0	0
LOC105375200	1	2	5	1
MIR148A	0	1	3	1
LOC105375198	8	21	5	16
NFE2L3	460	795	7518	7514
HNRNPA2B1	10951	14410	32715	26899
CBX3	5251	5580	7242	8999
SNX10	40	120	525	430
SNX10-AS1	2	9	5	8
LINC02981	65	62	30	19
LOC105375202	18	20	7	0
KIAA0087	0	3	0	0
LOC124901605	3	1	0	0
LINC03095	3	2	0	1
LOC101928077	3	3	1	0
LINC02860	2	2	1	0
SKAP2	140	352	152	193
LOC124901606	1	2	0	0
HOXA1	1	24	6	22
HOTAIRM1	13	75	26	26
HOXA2	11	143	0	0
HOXA3	13	412	1	1
HOXA-AS2	3	27	0	0
HOXA4	10	77	0	0
HOXA-AS3	0	3	0	0
HOXA5	4	139	0	1
HOXA6	0	3	0	0
HOXA7	0	3	0	0
HOXA10-HOXA9	0	0	0	0
HOXA9	0	1	0	0
HOXA10-AS	0	2	0	0
MIR196B	0	0	0	0
HOXA10	1	1	0	0
HOXA11	0	0	0	0
HOXA11-AS	0	1	0	1
HOXA13	1	0	1	1
HOTTIP	0	0	0	0
EVX1-AS	0	0	1	0
EVX1	1	1	0	7
LOC107986733	0	0	0	0
LOC105375206	1	0	0	0
LOC105375207	0	1	0	1
HIBADH	1919	1324	1511	1446
LOC107986699	88	153	37	11
TSL	54	68	26	26
LOC105375211	15	18	15	3
TAX1BP1-AS1	10	13	11	8
TAX1BP1	3788	3519	3404	3651
JAZF1	1185	1082	335	407
LOC105375208	42	80	5	1
JAZF1-AS1	2	3	4	0
CREB5	2673	3387	82	57
TRIL	1356	1418	176	272
CPVL-AS2	44	59	4	4
CPVL	2048	1347	1990	2110
CPVL-AS1	15	8	3	1
LOC128966558	15	18	3	5
CHN2	424	375	98	103
CHN2-AS1	55	62	8	4
PRR15-DT	54	69	87	84
PRR15	18	23	272	292
LOC646762	710	798	283	281
MIR550A3	11	19	0	0
ZNRF2P2	0	0	0	0
DPY19L2P3	20	24	19	1
WIPF3	197	191	558	625
LOC124901827	0	2	3	1
SCRN1	2897	3337	7476	8762
FKBP14-AS1	9	30	18	23
FKBP14	998	1521	1312	1196
PLEKHA8	1432	1799	4836	5036
LOC105375216	8	5	6	2
MTURN	2152	1933	352	422
LOC105375217	58	97	18	7
LOC124901607	134	296	29	14
LOC105375218	12	19	2	2
ZNRF2	525	539	802	885
MIR550B1	0	0	0	0
MIR550A1	0	0	0	0
DKFZP586I1420	288	316	233	278
LINC01176	20	33	9	9
NOD1	1831	1449	261	333
GGCT	876	780	2723	3370
GARS1-DT	550	713	193	106
GARS1	2006	2120	9653	11191
LOC124901609	10	19	27	17
CRHR2	7	12	27	21
LOC124901608	1	4	15	7
LOC105375220	0	2	6	0
LOC105375219	3	2	4	3
INMT-MINDY4	0	0	0	0
INMT	404	257	15	3
MINDY4	8	5	1	1
AQP1	6960	3889	4	1
GHRHR	0	0	0	0
LOC105375222	21	34	213	320
LOC105375221	5	6	11	19
ADCYAP1R1	330	273	1319	1422
LOC107986781	0	0	2	0
LOC107986782	0	0	0	1
NEUROD6	0	1	0	0
LOC105375224	0	0	0	0
ITPRID1	13	12	87	118
PDE1C	2748	2365	19	21
PPP1R17	5	7	100	206
LOC100130673	2	2	21	40
LSM5	703	757	1421	1667
AVL9	1767	1782	3185	2683
DPY19L1P1	371	348	57	54
ZNRF2P1	361	293	133	123
MIR550A2	0	0	0	0
MIR550B2	0	0	0	0
LINC00997	461	388	109	113
DPY19L1P2	77	61	12	11
KBTBD2	3006	3034	2172	2042
RP9P	217	245	16	10
FKBP9	5975	5293	568	540
NT5C3A	465	601	506	704
LOC124901610	7	5	1	3
RP9	137	157	92	124
BBS9	1381	1310	3110	3455
LOC124901611	177	375	315	167
FLJ20712	31	36	13	9
LOC124901612	20	27	20	18
LOC124901613	0	4	24	24
BMPER	489	1074	87	33
NPSR1-AS1	0	0	3	3
NPSR1	0	1	2	1
DPY19L1	2096	2071	991	1050
MIR548N	2	3	0	0
LOC102724723	29	32	2	5
LOC105375228	688	716	6	9
DPY19L2P1	1405	1386	14	17
TBX20	20974	13987	4	6
LOC401324	9	10	0	0
LOC105375230	3	6	0	0
LOC124901614	1	7	0	0
LOC101928421	340	547	44	49
HERPUD2	1120	1149	727	770
HERPUD2-AS1	491	389	129	184
LINC03013	307	187	0	0
LOC124901615	10	9	0	0
SEPTIN7-DT	51	64	10	14
SEPTIN7	8073	8507	4927	4991
LOC107986734	31	35	0	0
LOC105375233	0	0	0	0
LOC124901616	0	0	0	0
LOC124901617	0	0	0	0
LOC101928618	0	0	0	0
EEPD1	299	359	383	387
MATCAP2	738	484	82	92
ANLN	11877	8711	5650	6640
AOAH	56	115	9	5
AOAH-IT1	3	2	0	0
ELMO1	1152	1464	324	284
LOC105375235	72	112	11	8
MIR1200	7	10	0	0
ELMO1-AS1	10	20	2	0
LOC124901833	1	7	0	0
GPR141	4	15	19	11
NME8	0	0	7	5
SFRP4	110	339	2	0
EPDR1	855	536	293	491
LOC105375236	2	33	2	8
STARD3NL	1545	1227	1336	1703
TARP	3	29	9	14
TRG-AS1	3	37	84	106
AMPH	595	733	178	164
FAM183BP	0	2	0	0
VPS41	2323	2395	1843	2243
POU6F2	13	12	51	40
POU6F2-AS2	1	0	16	28
LOC105375239	0	0	0	0
SNORA20B	0	0	0	0
POU6F2-AS1	0	0	0	0
LOC105375238	0	0	0	0
LOC105375237	0	1	0	1
YAE1-DT	1	2	2	9
YAE1	324	358	355	563
LOC107986785	43	84	14	17
RALA	2006	2913	2689	2238
LINC00265	123	243	192	133
LOC101928688	0	0	0	0
CDK13-DT	22	30	19	24
CDK13	3355	3661	3838	3853
MPLKIP	515	715	927	915
SUGCT	221	232	127	108
LOC105375245	0	1	1	0
SUGCT-AS1	4	15	4	4
LOC105375244	11	45	4	0
LOC105375243	10	29	13	11
LOC112267984	7	10	0	0
LOC105375242	5	10	1	0
LINC01450	5	10	1	0
LINC01449	4	3	0	1
LOC105375241	0	1	0	0
LOC105375246	0	0	0	0
LOC107986787	1	0	0	0
LOC105379725	1	5	0	0
LOC105375247	15	56	0	0
LOC107986789	2	14	0	1
INHBA	795	1830	2	7
INHBA-AS1	12	23	0	0
LOC124901618	0	0	1	0
GLI3	1982	3437	739	552
LOC105375249	0	2	1	0
LOC105375250	0	0	0	0
LOC105375251	0	0	0	0
LINC01448	0	0	0	0
LOC107986735	0	0	2	0
C7orf25	396	388	290	390
PSMA2	2596	2145	7494	9035
MRPL32	791	684	1705	2197
LOC105375253	0	2	0	0
LOC107986790	0	0	1	1
HECW1	15	26	147	216
HECW1-IT1	0	2	5	9
MIR3943	0	0	0	1
LOC124901619	0	0	0	0
LOC102724903	0	1	2	0
LUARIS	0	1	13	17
STK17A	234	364	397	560
COA1	1995	2285	2647	3089
BLVRA	796	584	627	726
URGCP-MRPS24	0	0	0	0
MRPS24	7	2	2	5
LOC124901620	2	2	3	3
URGCP	1481	1170	633	782
UBE2D4	408	407	68	67
POLR2J4	327	375	139	118
SPDYE1	120	169	52	25
RASA4CP	36	42	12	15
LINC00957	102	59	13	7
DBNL	2531	2783	1178	1912
MIR6837	0	7	3	1
PGAM2	0	0	0	0
POLM	695	568	487	456
MIR6838	0	0	0	0
AEBP1	5507	6269	1880	1752
MIR4649	1	0	0	1
POLD2	3553	2305	3828	4250
MYL7	236012	136952	43	80
GCK	328	162	79	98
LOC105375258	0	0	0	0
LOC105375257	0	0	0	0
YKT6	2159	1786	3247	4061
CAMK2B	1373	786	7	7
LOC124901621	10	13	0	0
NUDCD3	3029	2314	2625	2845
NPC1L1	7	6	14	8
DDX56	1416	1369	1815	2335
TMED4	3120	2520	2221	2187
OGDH	10677	7072	4347	5989
LOC124901622	0	0	0	0
ZMIZ2	1625	1865	1973	1952
LOC105375259	10	13	22	22
PPIA	10737	10273	28213	31929
H2AZ2	11287	9035	3429	4431
H2AZ2-DT	4	7	6	12
PURB	4005	4633	1535	1500
MIR4657	0	0	0	0
LOC105375262	16	26	0	0
MYO1G	22	85	23	19
SNHG15	324	381	1129	1237
SNORA9	44	55	124	100
LOC102723334	27	33	74	59
CCM2	904	865	800	1036
NACAD	361	439	83	119
TBRG4	2061	1506	3894	4846
SNORA5A	107	90	54	70
SNORA5C	312	264	149	198
SNORA5B	12	12	23	17
RAMP3	170	131	9	6
LOC124901623	20	21	5	7
LOC107986736	5	0	1	2
LOC124901624	0	1	0	1
ADCY1	1316	847	2819	2377
SEPTIN7P2	423	507	333	401
GTF2IP13	76	96	21	25
LOC124901625	0	0	0	0
LOC730234	5	4	1	1
LOC112267918	16	34	5	4
CCDC201	0	0	0	0
IGFBP1	3	4	4	3
IGFBP3	6457	4436	77	114
LOC102723446	1	7	0	1
LOC105375264	0	0	0	0
LOC105375266	1	1	0	0
LOC730338	1	1	0	0
LOC124901626	2	0	0	0
LOC105375267	0	0	0	0
LOC105375268	0	1	0	0
LOC124901627	0	1	0	0
LOC124901628	17	32	2	1
TNS3	5572	7216	1660	2041
LOC124901629	130	504	35	20
SNORD151	6	10	1	1
LINC01447	1	4	10	1
LINC02902	0	3	0	0
LINC00525	1	6	0	0
PKD1L1	508	754	503	363
PKD1L1-AS1	0	2	0	0
HUS1	683	724	900	908
LOC105375270	4	3	2	1
SUN3	2	3	2	3
C7orf57	15	12	16	19
UPP1	539	369	750	1248
LOC105375271	1	0	1	4
ABCA13	81	39	13	15
LOC105375272	0	0	0	0
LINC02838	0	0	0	0
CDC14C	2	0	4	3
LOC124901804	0	0	0	0
VWC2	619	422	20	12
ZPBP	66	101	1	1
LOC124901630	0	0	0	0
SPATA48	1	1	0	0
IKZF1	73	534	36	67
LOC124901631	0	3	0	2
FIGNL1	1037	1216	501	724
DDC	8	34	0	3
DDC-AS1	1	2	0	0
GRB10	2501	2384	3240	3780
LOC124901632	30	41	4	4
LOC124900241	0	0	0	0
COBL	3140	1651	2295	2043
LOC124901633	4	0	8	6
LOC107986794	0	0	0	0
LOC102723533	0	2	3	1
LOC105375277	0	0	0	0
LOC105375278	0	1	0	0
LOC124901634	0	0	1	0
LOC107986738	0	0	0	0
LOC124900240	0	0	0	0
LOC124901810	3	2	0	0
LOC107986796	0	1	0	0
LOC101928257	0	0	0	0
LOC124901805	0	2	0	0
POM121L12	0	0	0	0
LOC105375282	0	0	0	0
GS1-278J22.2	0	0	0	0
LINC01446	12	15	0	0
LINC02854	0	0	0	0
LINC01445	0	0	0	0
LOC124901829	0	0	0	0
VSTM2A	0	19	2	9
VSTM2A-OT1	0	0	0	1
LOC124901635	0	0	0	0
SEC61G	1242	1165	2500	2343
SEC61G-DT	2	2	5	0
LOC124901636	0	1	0	0
LOC105375284	1	12	2	1
EGFR	1351	3232	300	229
EGFR-AS1	11	36	0	0
ELDR	0	2	0	1
LANCL2	762	726	452	814
VOPP1	955	793	1621	2159
VOPP1-DT	6	6	0	4
FKBP9P1	71	54	8	9
LOC101060341	0	2	1	0
LOC102723656	0	0	0	2
SEPTIN14	0	0	0	0
ZNF713	771	746	179	167
MRPS17	636	460	831	1252
NIPSNAP2	6311	4044	1476	1251
PSPH	450	391	1731	2230
CCT6A	5227	4781	13779	16414
SNORA22B	13	29	19	20
SNORA15	2	6	5	5
SUMF2	939	1156	1454	1086
PHKG1	78	150	61	51
CHCHD2	5079	3337	2553	2971
NUPR2	0	2	1	0
LOC105375288	0	1	0	0
LOC107986800	3	14	1	0
LOC105375292	0	1	0	0
LOC101930109	0	3	0	0
LOC650226	0	22	0	1
LOC100240728	0	0	0	0
LOC124901640	0	0	0	0
DKFZp434L192	0	0	0	0
LOC101928401	0	0	0	0
LOC105375291	0	0	0	0
LOC102723684	0	0	0	0
LOC105375289	0	0	0	0
LOC401357	0	0	1	0
LOC124901637	0	0	0	0
LOC124901639	0	0	0	0
LOC124901638	0	0	0	0
LOC105375294	0	1	0	1
LOC105375295	0	0	0	0
LOC100130849	0	0	0	0
MIR4283-1	0	0	0	0
ZNF479	0	1	0	1
GUSBP10	0	0	0	0
LOC105375297	0	0	0	0
LOC105375298	0	0	0	0
LOC105375299	0	0	0	0
MIR3147HG	0	0	0	0
MIR3147	0	0	0	0
ZNF716	0	0	1	0
LOC105375300	0	0	0	0
LOC105375301	1	1	0	0
LOC105375302	0	0	0	0
LOC102723842	1	1	0	0
LOC124901826	0	0	0	0
ZNF733P	0	0	0	0
LOC102724738	0	0	1	0
LOC100287704	0	0	0	0
LINC03075	0	0	0	0
LOC101929050	0	0	0	0
LOC124901641	0	0	0	0
LOC100287834	0	0	1	0
MIR4283-2	0	0	0	0
LOC105375313	0	0	0	0
LOC105375314	0	0	0	0
LOC105375315	0	0	0	0
LOC124901649	0	0	0	0
LOC124901797	0	0	0	0
LOC124901645	0	0	0	0
LOC124901650	0	0	0	0
LOC124901798	0	0	0	0
LOC124901644	0	0	0	0
LOC124901647	0	0	0	0
LOC124901652	0	0	0	0
LOC124901648	0	0	0	0
LOC124901651	0	0	0	0
LOC124901646	0	0	0	0
LOC124901643	1	0	0	0
LOC124901799	0	0	0	0
LOC124901654	0	0	0	0
LOC124901653	1	6	0	0
LOC105375318	0	0	0	0
ZNF722	0	0	1	0
LINC01005	0	0	1	0
LOC105375317	0	0	0	0
ZNF727	4	46	1	1
LOC124901655	0	0	0	0
ZNF735	0	0	0	0
LOC105375319	0	0	0	0
ZNF679	0	0	1	0
LOC105375323	0	0	0	0
LOC105375322	26	28	19	5
ZNF736	1191	1461	889	833
LOC105375321	90	100	61	7
LOC105375324	1	0	3	0
YWHAEP1	8	3	19	15
LOC124901658	0	5	0	0
ZNF680	780	1230	1503	1296
LOC124901657	2	6	10	1
LOC100128885	180	159	117	96
LOC641746	6	9	12	11
LOC124901656	0	3	3	0
LOC105375326	0	0	0	0
ZNF107	717	1148	3383	3501
MIR6839	1	1	1	0
ZNF138	579	830	1478	1331
ZNF273	219	429	1231	1203
LOC441239	0	0	0	0
ZNF117	9	27	13	8
ERV3-1-ZNF117	0	0	0	0
ERV3-1	936	1196	352	384
LOC105375330	1	1	2	1
LOC105375329	0	1	0	0
CCT6P3	144	270	72	79
LOC124901663	44	146	21	15
SNORA22C	6	7	5	5
SNORA15B-1	4	0	0	3
LOC124901662	6	8	2	0
INTS4P1	13	10	8	15
LOC124901661	0	1	5	5
LOC105375334	56	128	259	228
ZNF92	435	635	2215	2082
LOC124901660	0	3	0	0
LOC101929322	2	6	1	1
LINC03006	45	92	88	65
INTS4P2	10	22	9	5
CCT6P1	171	254	173	213
SNORA22	16	19	30	21
SNORA15B-2	2	3	1	0
LOC124901659	0	3	3	6
LOC84214	0	4	9	1
VKORC1L1	2280	2041	2216	2552
GUSB	980	925	906	809
LOC105375336	4	12	4	4
ASL	587	583	692	780
CRCP	1250	1029	966	1396
TPST1	468	590	593	721
LINC00174	122	183	74	55
LINC03011	16	28	108	100
RABGEF1P1	596	604	436	450
KCTD7	1158	1053	446	393
LOC100996437	46	91	19	11
RABGEF1	1239	1147	878	978
LOC107986707	67	130	39	8
GTF2IRD1P1	4	5	2	8
GTF2IP23	46	73	32	40
LINC02604	14	29	13	2
TMEM248	3342	3232	2982	3442
SBDS	2077	1671	549	578
TYW1	740	752	997	1188
LOC124901664	116	267	66	45
MIR4650-1	1	0	0	0
LOC124901666	52	111	15	4
LOC124901665	57	109	7	7
PMS2P4	111	115	30	39
SPDYE21	48	88	19	11
STAG3L4	646	585	232	195
LINC01372	25	44	6	0
LOC105375337	30	37	5	1
LOC105375340	0	1	0	0
LOC107986741	0	42	0	0
LOC102723427	0	0	0	0
LOC105375341	0	1	0	0
LOC105375342	0	0	0	0
LOC105375343	0	0	0	0
LOC105375344	0	0	0	0
LOC105375345	0	0	0	0
LOC124901667	0	0	0	0
LOC105375346	0	0	0	0
CT66	14	17	10	7
AUTS2	2402	3340	1288	1052
LOC124901669	822	1473	26	7
LOC124901668	25	46	1	0
LOC107986709	8	18	15	15
LOC105375347	138	288	60	33
GALNT17	1643	971	2960	2894
MIR3914-1	0	0	0	0
MIR3914-2	0	0	0	0
CALN1	124	248	763	785
TYW1B	175	192	131	157
MIR4650-2	1	1	0	0
SBDSP1	472	466	259	376
SPDYE7P	5	4	1	0
POM121	1353	1607	1437	1302
NSUN5P2	3	54	31	41
LOC124901671	23	17	10	6
TRIM74	14	12	2	6
LOC100101148	16	8	7	7
LOC124901672	10	22	5	2
STAG3L3	73	108	36	40
PMS2P7	149	184	61	44
SPDYE8	0	0	0	0
SPDYE11	0	0	0	0
SPDYE9	0	0	0	0
SPDYE10	14	22	8	2
GTF2IP4	606	616	885	890
NCF1B	0	2	5	8
NSUN5	622	412	1176	1774
TRIM50	5	7	5	8
FKBP6	0	3	10	18
FZD9	30	54	244	242
BAZ1B	6340	6092	7667	8569
BCL7B	681	549	650	748
TBL2	964	1013	1219	1188
MLXIPL	5	9	142	130
VPS37D	190	129	176	156
DNAJC30	374	309	139	199
BUD23	987	784	1518	1894
STX1A	79	126	227	216
LOC105375350	7	11	41	21
MIR4284	0	1	1	1
ABHD11-AS1	10	4	10	9
ABHD11	703	499	317	365
CLDN3	9	34	338	280
CLDN4	12	72	1095	1166
METTL27	86	61	51	49
TMEM270	0	0	2	0
ELN	8065	67309	122	72
ELN-AS1	6	102	0	0
LIMK1	691	828	3539	4239
EIF4H	6986	5321	14367	13878
MIR590	19	30	27	12
LAT2	78	102	59	88
RFC2	1034	960	2456	3369
LOC107986742	7	2	5	6
CLIP2	1177	1446	2338	2207
GTF2IRD1	1130	1002	1322	1194
WBSCR23	15	15	15	19
MIR10525	4	8	1	3
GTF2I	2314	2282	2584	2906
