	sample1	sample2	sample3	sample4
LAT2	59	79	78	88
RFC2	2456	2419	1943	3369
LOC107986742	5	0	0	6
CLIP2	2338	2008	1281	2207
GTF2IRD1	1322	1640	1502	1194
WBSCR23	15	17	15	19
MIR10525	1	5	5	3
GTF2I	2584	3099	2160	2906
GTF2I-AS1	14	11	16	7
NCF1	3	1	3	7
GTF2IRD2	10	50	38	11
LOC124901673	21	41	57	43
STAG3L2	113	174	166	108
PMS2P5	27	33	39	17
SPDYE12	22	38	38	9
LOC105375352	0	1	2	0
CASTOR2	3052	5930	4286	3580
RCC1L	2110	2338	1663	2658
GTF2IRD2B	64	228	174	42
NCF1C	14	5	2	2
GTF2IP1	158	210	151	136
LOC107986710	1	2	0	1
SPDYE14	0	0	0	0
SPDYE13	4	2	6	1
SPDYE15	0	0	0	0
PMS2P2	11	34	22	9
STAG3L1	15	26	22	11
LOC124901677	5	10	5	7
LOC541473	9	21	21	5
TRIM73	1	8	4	0
LOC124901676	0	7	3	2
NSUN5P1	495	873	781	621
POM121C	1013	994	1001	793
SPDYE5	57	44	95	31
PMS2P3	185	298	278	177
HIP1	6436	5280	4512	5996
CCL26	152	1	0	138
CCL24	0	0	0	0
RHBDD2	775	1699	1149	821
LOC124901680	0	4	11	2
POR	3867	2528	1602	4448
MIR4651	0	0	0	0
SNORA14A	5	3	8	5
TMEM120A	233	498	382	219
STYXL1	1002	1070	750	962
MDH2	7516	5667	4524	7223
GTF2IP7	45	50	27	30
LOC124901854	3	1	0	1
LOC124901674	51	45	30	30
SRRM3	391	403	221	439
LOC124901679	25	27	32	26
HSPB1	1947	2414	1829	1541
YWHAG	10597	8631	7603	11755
SSC4D	628	2043	1370	506
ZP3	66	76	68	42
DTX2	809	552	432	980
FDPSP2	22	20	19	20
LOC124901675	5	5	4	1
UPK3B	24	8	4	32
SPDYE16	1	2	1	0
LINC03009	111	150	148	85
POMZP3	97	237	176	99
LOC105375358	1	0	0	0
DTX2P1-UPK3BP1-PMS2P11	99	85	108	72
SPDYE17	5	1	4	5
PMS2P9	17	23	24	14
SPDYE18	16	31	55	15
FAM185BP	38	89	110	29
CCDC146	51	130	148	17
LOC124901678	0	1	6	0
FGL2	7	5	21	1
LOC105375359	8	11	38	3
LOC102723791	5	11	20	3
GSAP	21	59	56	30
LOC101927243	0	0	1	0
LOC124901830	0	0	0	0
LOC124901681	50	80	63	53
PTPN12	2050	1988	1959	1487
LOC105375363	30	29	36	27
APTR	156	288	251	169
RSBN1L	1019	1885	1760	1339
TMEM60	630	778	601	630
PHTF2	1199	1492	1342	1155
LOC124901682	1	5	4	1
DDX3ILA1	5	8	34	17
MAGI2	1643	367	271	993
LOC124901684	11	2	3	5
RPL13AP17	2	1	0	3
LOC124901683	102	12	13	20
MAGI2-AS2	0	0	0	0
LOC105375366	0	0	0	0
MAGI2-AS3	160	407	309	51
LOC105375369	0	0	0	0
LOC105375370	0	0	0	0
LOC105375371	0	0	0	0
LOC105375372	0	0	0	0
GNAI1	1238	1849	1345	1226
LOC107986743	0	1	0	0
LOC107986744	0	0	1	0
LOC105375373	0	2	0	0
LOC101927269	0	0	0	0
GNAT3	0	0	1	2
LOC107986812	0	1	1	0
LOC124901685	0	0	0	1
CD36	13	24	2	10
SEMA3C	97	1144	403	192
LOC124901686	3	6	9	1
LOC105369146	0	0	0	0
LOC100128317	0	7	1	0
HGF	12	53	50	12
CACNA2D1	1258	584	487	1056
CACNA2D1-AS1	4	6	7	4
LOC124901687	32	11	34	13
LOC107986813	33	21	47	32
LOC124901688	1	0	0	1
LOC105375376	0	1	0	0
PCLO	219	143	110	140
LOC105375377	0	0	0	0
SEMA3E	116	1272	638	128
LOC105375378	2	0	2	0
LOC107986745	0	0	0	1
SEMA3A	2071	1180	604	2593
LINC03017	0	0	0	0
SEMA3D	132	352	395	171
LINC00972	0	0	0	0
GRM3	38	21	11	27
LOC105375382	12	27	37	13
ELAPOR2	1777	7805	4786	1405
LOC124901689	2	15	22	3
DMTF1-AS1	40	62	41	39
DMTF1	3914	5006	5416	3969
TMEM243	303	439	401	415
LOC105375384	97	142	205	50
TP53TG1	209	270	190	168
CROT	159	353	317	149
ABCB4	164	376	373	129
ABCB1	23	7	2	40
LOC124901834	0	0	0	0
RUNDC3B	38	5	22	36
SLC25A40	473	1074	1063	443
DBF4	1877	2802	2346	2716
LOC124901690	0	3	1	1
ADAM22	910	1821	1767	991
LOC105375386	2	4	11	2
SRI	1780	1751	1168	2085
LOC124901691	10	18	11	8
SRI-AS1	4	16	6	3
STEAP4	4	2	1	5
LOC124901692	1	0	0	0
LOC107986815	0	0	0	1
LOC124900238	0	0	0	0
LOC107986816	0	0	1	1
ZNF804B	0	1	4	1
TEX47	0	0	0	0
LOC105375387	0	1	0	0
LOC107986817	0	0	0	0
STEAP2-AS1	0	6	1	1
DPY19L2P4	3	6	3	2
STEAP1	90	20	18	128
STEAP2	984	325	358	854
LOC107986819	17	11	15	12
CFAP69	117	130	205	140
FAM237B	0	0	2	0
LOC107986715	64	84	160	48
LOC101927446	0	1	1	0
GTPBP10	664	1298	1060	933
LOC101409256	5	5	6	2
CLDN12	2044	2770	2383	2247
PTTG1IP2	0	2	5	1
LOC124901693	0	1	4	0
CDK14	1201	6146	4182	1306
LOC124901839	2	12	14	0
LOC124901694	29	128	223	10
FZD1	359	826	1009	178
LOC124901695	0	0	1	0
LINC02932	2	5	19	3
LOC107986716	1	0	2	1
LOC101927473	0	2	5	1
LOC124901697	3	7	8	1
LOC124901696	6	11	4	6
MTERF1	373	693	615	509
LOC112267986	1	2	3	2
LOC124901698	3	8	11	5
AKAP9	4283	5683	5895	2982
CYP51A1	7521	5045	3393	8710
CYP51A1-AS1	5	16	14	5
LRRD1	0	0	0	1
KRIT1	1397	2670	2097	1636
MIR1285-1	4	4	8	3
ANKIB1	2641	3673	3023	2614
TMBIM7P	0	0	0	2
GATAD1	2149	2805	2362	1992
ERVW-1	29	13	19	18
PEX1	1587	1978	1497	1834
RBM48	264	570	485	361
FAM133B	773	977	825	976
LOC105375397	0	2	5	0
CDK6	2731	20926	18894	2600
LOC112268009	54	331	674	21
CDK6-AS1	1	153	102	2
SAMD9	5	0	1	6
SAMD9L	0	1	2	1
HEPACAM2	1	3	3	0
VPS50	453	976	818	551
CALCR	248	101	77	255
MIR653	0	0	0	0
MIR489	0	0	0	0
LOC105375400	2	0	3	0
MIR4652	0	1	0	3
LOC124901811	12	7	6	7
TFPI2	281	124	111	258
TFPI2-DT	4	1	4	2
GNGT1	0	1	0	0
LOC105375402	0	0	0	0
GNG11	64	878	774	91
BET1	588	871	786	621
LOC107986820	89	204	235	65
LOC124901812	0	0	0	0
LOC112267858	7	5	7	5
LOC107986821	0	1	0	0
COL1A2-AS1	0	2	3	1
COL1A2	4162	16340	7509	4549
CASD1	1163	3972	3852	1012
LOC105375404	20	32	73	10
SGCE	450	1122	877	541
PEG10	10233	42220	26596	10041
PPP1R9A	1872	1475	1438	1573
PPP1R9A-AS1	10	12	16	5
LOC124901848	2	0	6	1
PON1	4	12	5	5
PON3	9	35	34	9
LOC107986822	103	217	266	60
PON2	510	2005	1565	774
ASB4	1	9	7	1
LOC107986823	1	1	3	1
LOC124901699	0	0	0	0
PDK4	0	5	1	1
PDK4-AS1	0	4	3	0
LOC107986746	0	0	0	0
LOC105375409	0	0	1	0
DYNC1I1	47	3386	2917	55
LOC124901700	0	14	18	0
LOC124901701	3	76	150	4
SLC25A13	4718	4096	3154	5533
MIR591	1	4	7	2
LOC105375410	0	0	0	0
LOC124901702	0	0	0	0
LOC105375411	0	0	0	0
SEM1	2392	2357	1717	2651
LOC105375412	0	0	0	0
LOC107986825	0	0	0	0
LOC105375414	0	0	0	0
LOC124901703	0	0	0	0
DLX6-AS1	0	0	0	0
DLX6	0	3	0	0
DLX5	1	1	0	0
SDHAF3	457	354	242	453
LOC107984034	4	4	15	5
LOC124901704	4	0	2	0
LOC107986826	0	0	0	0
LOC105375416	0	0	0	0
TAC1	21	0	1	43
ASNS	73	43	33	93
CZ1P-ASNS	10	58	59	4
MIR5692A1	1	3	5	1
MIR5692C2	4	8	13	0
CCZ1P-OR7E38P	97	133	111	91
OCM2	0	0	0	0
LMTK2	2954	3397	2964	2546
BHLHA15	136	130	114	152
TECPR1	584	1341	871	664
LOC124901706	69	98	97	62
LOC124901705	9	4	10	0
BRI3	1074	1143	838	948
BAIAP2L1	1326	1651	1222	1231
NPTX2	1073	86	52	1092
LOC105375419	0	0	0	0
LOC105375418	0	0	0	0
TMEM130	61	36	36	51
TRRAP	6090	6785	6974	3778
MIR3609	0	0	0	1
SCARNA28	116	486	320	144
LOC124901832	2	7	8	1
LOC101927550	78	153	147	81
SMURF1	1546	2741	2298	1729
KPNA7	1	5	5	5
MYH16	8	31	31	2
LOC105375421	13	41	29	15
ARPC1A	3216	4548	3326	3484
ARPC1B	1687	1152	977	2147
PDAP1	4381	3772	2875	4831
BUD31	592	598	368	797
MIR12119	1	0	0	0
LOC124901707	9	9	8	4
LOC124901841	3	0	1	2
ATP5MF-PTCD1	0	0	0	0
PTCD1	6	15	6	5
CPSF4	1737	2513	1933	2055
ATP5MF	1191	1113	794	1289
TRW-CCA5-1	3	1	2	8
ZNF789	455	622	674	509
ZNF394	686	912	634	914
ZKSCAN5	1258	1731	1266	1427
FAM200A	383	647	439	392
LOC105375422	1	7	7	4
ZNF655	2613	3945	3480	2696
TMEM225B	19	33	35	17
ZSCAN25	668	1345	1056	872
CYP3A5	39	37	55	11
CYP3A7-CYP3A51P	9	1	1	2
CYP3A7	1	1	2	0
CYP3A4	8	4	6	1
CYP3A43	5	8	5	3
OR2AE1	0	3	1	0
TRIM4	481	609	449	352
LOC101927610	9	22	12	9
GJC3	11	22	9	25
LOC124900245	0	0	0	0
AZGP1	3	0	1	0
AZGP1P1	0	0	0	0
LOC105375423	6	14	4	6
ZKSCAN1	3235	5855	4668	1858
ZSCAN21	370	441	325	418
ZNF3	1842	2524	1930	2421
COPS6	1600	1799	1307	1439
MCM7	12183	11079	9147	17329
MIR25	35	60	50	65
MIR93	6	16	12	8
MIR106B	3	19	15	6
AP4M1	407	674	521	546
TAF6	1809	1859	1362	1908
CNPY4	217	375	259	323
MBLAC1	27	39	25	41
LAMTOR4	1883	1856	1233	2127
TRAPPC14	463	565	443	562
MIR4658	0	0	0	0
GAL3ST4	134	154	92	112
GPC2	1625	1879	1370	1304
STAG3	154	241	265	148
CASTOR3P	288	1516	1227	287
PVRIG	106	411	419	102
LOC105375426	18	27	34	12
SPDYE3	65	165	131	53
PMS2P1	279	413	320	310
STAG3L5P-PVRIG2P-PILRB	225	377	351	254
STAG3L5P	31	45	44	29
PVRIG2P	0	0	0	0
MIR6840	9	9	15	11
PILRB	28	26	27	24
PILRA	13	17	23	10
ZCWPW1	51	70	79	61
MEPCE	1285	1846	1327	2005
PPP1R35	486	596	457	598
PPP1R35-AS1	4	22	18	5
TSC22D4-C7ORF61	0	0	0	0
SPACDR	3	2	0	2
TSC22D4	186	375	252	207
NYAP1	362	231	149	237
LOC107986829	0	1	0	0
AGFG2	206	278	207	265
LOC124901708	0	2	0	0
SAP25	88	123	95	81
LRCH4	876	1592	1123	990
FBXO24	38	65	40	40
PCOLCE-AS1	38	48	59	33
PCOLCE	467	3260	2712	587
MOSPD3	222	304	192	291
TFR2	124	49	29	92
LOC124901709	3	0	3	4
LOC124901710	11	6	5	6
ACTL6B	28	2	3	21
LOC105375429	0	0	0	0
GNB2	3380	4872	3316	3353
GIGYF1	4367	6178	5000	5684
POP7	1191	1126	854	1729
EPO	17	17	15	9
ZAN	5	10	17	9
EPHB4	6619	8090	5945	7882
SLC12A9	1014	1161	875	1387
SLC12A9-AS1	5	4	6	5
TRIP6	2612	2365	1786	3097
MIR6875	0	0	0	0
SRRT	4229	4767	4392	5268
UFSP1	66	98	88	109
ACHE	297	212	144	312
LOC105375431	7	0	0	2
MUC3A	235	9	9	147
LOC124900622	11	1	2	12
MUC12	67	40	28	59
MUC12-AS1	33	20	13	50
MUC17	3	0	0	0
TRIM56	1593	1362	1298	1624
SERPINE1	281	489	280	370
AP1S1	1230	1219	773	1142
MIR4653	5	4	4	4
VGF	1021	36	9	1085
NAT16	21	3	1	14
MOGAT3	20	2	0	21
PLOD3	1680	1902	1457	1674
ZNHIT1	1313	1408	868	1649
CLDN15	131	229	167	152
FIS1	1070	1120	723	1328
LNCPRESS1	644	5	1	838
EMSLR	1037	107	67	1058
IFT22	1030	1079	699	1162
COL26A1	2362	2125	1674	2871
LINC01007	1	4	1	1
LOC107986832	2	5	3	1
MYL10	4	0	1	11
CUX1	4331	4275	3654	2892
LOC124900244	10	3	7	8
LOC124901711	8	6	6	14
SH2B2	450	219	123	484
MIR4285	2	1	1	2
LOC107986717	0	0	0	0
SPDYE6	35	48	46	21
LOC100630923	0	0	0	0
LOC100289561	13	20	13	3
PRKRIP1	48	48	46	57
MIR548O	1	1	0	0
LOC105375433	41	43	44	22
ORAI2	797	1342	1181	1047
ALKBH4	443	645	451	525
LRWD1	861	935	658	1092
MIR5090	0	2	0	1
MIR4467	4	7	3	5
POLR2J	775	943	661	945
RASA4B	26	64	74	16
LOC124901715	1	1	1	0
POLR2J3-UPK3BL2	0	0	0	0
UPK3BL2	0	0	0	0
SPDYE2	24	68	52	19
POLR2J3	0	0	0	0
LOC124901712	0	0	2	0
RASA4	22	63	36	12
LOC124901714	0	0	0	0
POLR2J2-UPK3BL1	0	0	0	0
UPK3BL1	1	0	0	0
SPDYE2B	5	2	4	0
POLR2J2	0	0	0	0
RASA4DP	2	12	10	3
LOC124901713	0	4	3	6
FAM185A	195	288	275	222
FBXL13	142	191	207	189
LRRC17	101	26	28	258
NFE4	4	1	0	8
ARMC10	1468	1441	1170	1650
NAPEPLD	319	508	522	314
RPL19P12	21	24	21	13
LOC105375434	12	42	42	17
DPY19L2P2	14	57	55	33
PMPCB	2530	4149	3001	2864
DNAJC2	1458	1228	1092	1640
PSMC2	2629	2505	1896	4116
SLC26A5	10	2	4	6
SLC26A5-AS1	1	1	1	1
RELN	12	3048	3525	13
LOC105375435	0	1	1	0
ORC5	771	898	798	1079
LHFPL3	2	0	0	1
LHFPL3-AS1	0	0	1	0
LHFPL3-AS2	48	40	40	40
LOC101927902	1	0	0	0
LINC01004	300	396	548	150
KMT2E-AS1	261	488	424	257
KMT2E	2076	3607	3252	1609
SRPK2	2102	3326	2768	1790
LOC124901717	20	40	62	25
LOC124901718	50	97	139	18
PUS7	3042	1977	1843	3646
RINT1	793	1010	794	1058
EFCAB10	37	15	19	46
EFCAB10-AS1	19	42	33	31
ATXN7L1	973	358	313	832
CDHR3	45	23	15	33
LOC107986833	5	1	4	5
SYPL1	1837	1703	1490	1569
LOC124901719	2	0	0	1
NAMPT	4838	2961	2521	3439
CTB-30L5.1	0	1	0	0
LOC105375440	1	0	0	1
CCDC71L	527	1236	895	705
LINC02577	0	0	0	1
PIK3CG	0	0	1	0
PRKAR2B	925	451	384	1066
PRKAR2B-AS1	2	0	6	2
HBP1	792	1692	1068	931
COG5	1186	1617	1481	1101
LOC124901720	26	66	86	37
LOC124901721	5	11	14	2
GPR22	19	32	75	9
DUS4L-BCAP29	17	42	37	18
DUS4L	75	120	114	91
BCAP29	8	26	26	12
SLC26A4-AS1	1	1	1	0
SLC26A4	3	19	14	3
CBLL1-AS1	61	88	48	54
CBLL1	1271	1690	1556	1412
SLC26A3	6	2	11	2
LOC105375444	0	0	0	0
LOC105375445	0	0	0	0
DLD	2758	3701	3025	3366
LAMB1	5160	13645	11325	4228
LAMB4	1	2	1	1
LOC107986834	0	0	0	0
LOC107986835	0	0	1	0
LOC105375446	0	0	0	0
NRCAM	172	1252	511	173
LOC102724363	1	5	2	1
PNPLA8	903	1648	1252	1085
LOC124901722	4	7	16	1
THAP5	728	1010	993	831
DNAJB9	251	1057	901	311
LOC105375448	1	0	0	1
LOC107986836	0	0	1	0
LINC02903	0	0	0	0
EIF3IP1	0	0	0	1
LOC105375451	14	7	36	10
LOC105375450	3	15	24	4
LOC105375452	2	0	0	0
LOC124901723	0	0	0	0
IMMP2L	488	921	1491	363
LOC124901724	3	6	12	6
LRRN3	18	17	51	13
LOC124901725	194	344	801	138
LOC124900232	191	250	687	93
DOCK4	1576	1345	1118	1357
LOC124901727	0	3	0	2
LOC124901726	2	4	3	9
DOCK4-AS1	16	11	15	6
ZNF277	930	983	750	762
LOC124901728	0	0	0	0
LOC105375456	0	1	2	0
LOC105375457	76	99	103	66
IFRD1	1294	1644	1382	1646
LOC128031837	0	0	0	0
LSMEM1	57	60	54	40
LINC03076	0	1	15	0
LOC101928012	0	24	54	0
TMEM168	464	1245	1554	498
LOC124901729	3	5	3	1
BMT2	384	845	751	382
HRAT17	0	0	0	0
GPR85	10	16	16	9
LOC107986837	0	2	0	0
SMIM30	1077	1200	849	1044
LOC124901813	0	3	7	3
LOC124901814	0	1	3	0
PPP1R3A	1	0	0	1
FOXP2	7	26	16	12
MIR3666	0	0	0	0
MDFIC	462	811	663	593
LINC01393	2	2	1	1
LINC01392	0	0	0	0
SNORA25B	0	0	0	0
LOC100506489	0	0	0	0
LOC105375461	0	0	0	0
LOC105375462	0	0	0	0
LOC102724407	0	0	0	0
TFEC	0	0	0	0
TES	2960	871	773	2910
LOC124901730	22	9	14	10
LOC102724434	0	0	0	0
LOC105375463	0	0	0	0
LOC124900233	0	0	0	0
LOC107986838	0	7	2	1
CAV2	126	289	224	151
CAV1	432	96	66	962
COMETT	0	1	0	0
MET	1192	416	657	1556
LOC124901731	0	0	0	2
CAPZA2	3229	3872	2964	3620
LOC105375465	0	0	0	0
ST7-AS1	33	162	115	38
ST7	232	251	274	286
ST7-OT4	13	28	45	12
MIR6132	0	0	2	0
ST7-AS2	2	9	29	1
LOC124901732	0	1	9	0
ST7-OT3	2	6	11	0
LOC105375466	0	0	0	0
WNT2	1	20	27	1
LOC124900596	0	0	0	0
LOC105375467	0	0	0	0
ASZ1	0	0	0	0
LOC105375468	0	0	0	0
CFTR	25	35	47	65
CFTR-AS1	0	0	0	1
CTTNBP2	621	2496	1809	795
LOC105375469	0	11	27	2
LOC105375470	0	6	5	1
LSM8	1432	2569	2333	1633
ANKRD7	0	2	4	0
LOC102724495	0	0	0	0
LOC124901815	0	0	1	0
LOC105375471	0	0	1	0
LOC105375472	0	3	5	0
LOC107986747	0	0	0	0
LOC105375473	0	0	0	0
LOC124901816	0	0	0	1
LINC02476	0	0	0	0
LOC107986840	0	0	0	0
LOC105375477	0	0	0	0
KCND2	744	44	46	641
TSPAN12	698	1187	1015	785
LOC124901733	8	22	21	7
ING3	459	854	659	667
LOC124901734	2	12	9	6
CPED1	15	587	267	14
LOC124901735	4	59	75	1
WNT16	2	128	49	3
FAM3C	1285	1522	1501	1340
LOC124901737	1	0	0	1
LOC124901736	0	0	0	0
LOC105375478	0	0	2	0
PTPRZ1	14499	840	622	10113
AASS	17108	5658	4436	19083
LOC102724527	17	10	13	13
FEZF1	5	5	2	12
FEZF1-AS1	4	6	5	6
CADPS2	1073	2886	3046	1287
LOC105375481	4	1	5	0
LOC124901739	12	35	80	2
RNF133	3	11	23	0
RNF148	5	10	19	1
LOC124901738	4	5	16	2
LOC105375482	0	0	0	0
TAS2R16	0	0	0	0
SLC13A1	0	0	0	0
IQUB	16	72	52	25
LOC124901740	3	12	12	3
NDUFA5	1407	1724	1396	1632
ASB15	0	5	4	0
ASB15-AS1	0	1	0	0
LMOD2	1	42	10	1
WASL	2025	2330	2049	2269
WASL-DT	134	163	149	121
HYAL4	0	1	0	1
HYAL6P	0	0	0	0
SPAM1	0	3	3	2
LOC105375483	4	0	2	9
TMEM229A	16	41	71	34
LOC124901741	1	2	1	3
LOC105375484	0	0	0	0
LOC107986841	1	0	0	0
LOC101928211	0	0	0	0
LOC102724577	0	0	1	0
SSU72L6	0	0	1	0
GPR37	1675	930	589	1451
LINC03043	0	0	0	0
POT1	1173	2151	1729	1167
POT1-AS1	21	110	133	17
LINC02830	2	6	17	1
LOC101928283	4	10	6	3
LOC101928254	31	6	11	30
LOC100506664	0	4	2	1
LOC105375487	0	0	0	0
LOC105375488	4	1	0	3
GRM8	102	60	38	105
LOC101928357	1	0	0	0
LOC107986843	2	0	0	0
MIR592	0	0	0	0
LOC124901742	1	0	1	0
GRM8-AS1	1	1	0	2
ZNF800	424	1158	1288	469
LINC03012	0	0	1	0
LOC105375490	10	36	24	19
GCC1	947	1446	1072	1351
ARF5	2356	3636	2406	2369
LOC105375489	8	18	19	14
FSCN3	3	14	19	7
PAX4	2	2	2	5
SND1-DT	6	14	5	2
SND1	13105	17246	13536	12948
SND1-IT1	25	74	121	19
LRRC4	218	3294	2480	413
LOC124901743	44	69	113	12
MIR593	5	7	10	6
LOC105375493	0	0	0	0
LOC124901744	1	0	0	0
MIR129-1	0	0	0	0
LEP	4	2	1	5
RBM28	2711	3078	2968	3158
PRRT4	36	289	120	47
LOC107986845	1	0	1	1
IMPDH1	1467	867	631	1671
HILPDA	2255	1381	1083	1418
METTL2B	1562	1922	1608	1841
LINC01000	599	1364	1318	624
GARIN1A	5	12	14	7
GARIN1B	20	1	2	48
CALU	12015	23040	19016	12682
OPN1SW	16	27	27	6
TRP-AGG2-3	5	14	9	5
CCDC136	740	1415	1323	755
FLNC	1896	32237	22883	2785
FLNC-AS1	1	20	24	2
ATP6V1F	979	1241	856	1114
ATP6V1FNB	25	472	361	28
KCP	113	2218	1490	145
LOC105375497	13	37	52	3
IRF5	28	45	33	29
TNPO3	7444	5774	4586	7793
TPI1P2	23	25	22	19
LOC124901836	0	0	0	0
LOC124901863	0	0	0	0
LOC407835	8	10	9	13
TSPAN33	1185	752	481	1474
SMO	2366	6136	4788	3475
AHCYL2	1477	1274	927	1157
LOC124900234	56	53	113	31
LOC105375500	34	37	75	26
LOC107986847	4	6	13	5
STRIP2	456	737	627	548
SMKR1	10	11	6	2
NRF1	525	702	655	473
LOC105375501	4	3	5	10
MIR182	0	0	0	1
MIR96	1	0	0	0
MIR183	1	0	1	1
UBE2H	3607	8267	6469	3546
UBE2H-DT	0	0	0	1
ZC3HC1	730	1105	758	1062
KLHDC10	1473	2729	2485	1373
LINC03008	1	9	6	1
TMEM209	1269	2134	1952	1224
LOC124901745	6	8	9	4
SSMEM1	2	2	0	0
CPA2	12	12	9	8
CPA4	2	4	3	0
LOC105375503	1	2	0	0
LOC124901842	0	0	0	0
LOC124901837	0	0	0	0
CPA5	4	8	4	2
LOC105375504	0	2	0	0
CPA1	0	25	24	0
CEP41	464	1000	787	573
LOC105375505	0	2	0	0
MESTIT1	59	87	81	69
MEST	6645	7510	5675	7942
MIR335	0	1	1	0
COPG2	2571	5092	3788	2048
COPG2IT1	29	30	59	13
LOC124901746	4	14	27	8
TSGA13	2	6	6	2
KLF14	0	1	0	2
LOC105375508	0	2	1	0
LOC105375509	0	0	0	0
MIR29A	0	0	0	1
MIR29B1	0	0	0	0
LINC-PINT	132	52	35	86
LINC00513	4	2	6	3
MKLN1	3888	5264	5292	2962
MKLN1-AS	64	111	78	59
LOC124901747	14	18	32	8
PODXL	40366	30027	16393	44782
LOC107986849	1	8	6	1
LOC101928782	0	254	331	0
PLXNA4	36	2100	2923	50
LOC101928807	0	1	0	0
LOC105375511	0	1	0	0
LOC102724906	0	0	0	0
FLJ40288	1	0	0	0
LOC124900236	0	0	1	0
LOC100506937	0	0	0	0
CHCHD3	4153	3077	2160	4832
MIR3654	92	202	202	107
LOC105375512	0	0	0	0
EXOC4	2644	4900	3649	2296
MIR6133	0	2	1	1
LOC124901748	13	24	35	12
LOC124901749	33	74	152	13
LOC101928861	7	10	15	3
LOC105375514	42	83	98	34
LRGUK	130	45	40	128
SLC35B4	2332	2988	2599	2523
LOC105375518	0	0	0	0
LOC105375517	0	0	2	0
LINC03060	1	11	9	9
AKR1B1	3815	2697	1848	4179
AKR1B10	4	9	5	2
LOC105375520	16	10	12	17
AKR1B15	7	3	2	6
LOC124901750	61	68	95	32
BPGM	453	900	657	549
LOC124901751	1	2	5	0
CALD1	7485	6626	4814	9999
AGBL3	88	140	190	88
CYREN	602	1627	1328	905
TMEM140	312	657	608	385
WDR91	417	756	530	552
MIR6509	0	0	1	0
STRA8	1	0	0	0
LOC107984123	0	1	2	1
CNOT4	801	1366	1186	714
NUP205	16144	14307	12020	17163
STMP1	398	660	652	350
SLC13A4	126	166	258	120
LOC105375521	167	243	290	86
FAM180A	6	3	9	0
LOC105375522	0	0	1	1
MTPN	4157	10556	8634	4389
LOC105375523	2	39	44	2
LOC105375524	0	0	0	0
LOC124901850	0	0	0	0
CHRM2	9	173	123	6
LOC349160	3	9	11	1
MIR490	0	0	2	0
LOC105375525	0	1	2	0
PTN	646	3962	3347	787
LOC124900235	0	1	4	0
LOC105375527	0	12	40	0
DGKI	27	7828	7163	37
CREB3L2	1104	4054	4278	1315
CREB3L2-AS1	4	13	32	3
LOC124901752	3	4	1	0
LOC124901753	1	0	0	2
AKR1D1	1	5	0	8
LOC124901828	0	0	0	0
MIR4468	0	0	0	0
LOC107986749	3	4	1	4
LOC124900243	0	0	0	0
LOC124901754	2	1	1	3
TRIM24	5639	7548	5466	6282
LOC124901843	3	5	5	1
LOC124901755	159	196	245	104
SVOPL	39	59	41	51
LOC124900246	0	0	1	0
ATP6V0A4	44	7	3	50
TMEM213	8	4	4	8
KIAA1549	1441	1686	1522	1175
ZC3HAV1L	431	689	712	390
LOC107986852	25	22	21	33
ZC3HAV1	3106	5086	3962	4591
MIR10399	0	0	0	0
IFT56	547	671	508	555
LOC124901756	4	7	9	2
UBN2	4170	3113	3419	2784
LUC7L2	203	277	278	221
FMC1	14	21	13	13
TRR-CCT4-1	10	11	20	3
FMC1-LUC7L2	0	0	0	0
LOC100129148	0	1	1	1
KLRG2	786	67	63	961
CLEC2L	4	49	101	2
HIPK2	1420	7723	7571	1469
LOC105375530	2	6	9	0
TBXAS1	14	73	60	19
LOC107986853	0	1	3	0
LOC105375532	6	4	3	2
PARP12	324	139	111	426
LOC124901757	6	10	10	1
KDM7A	4501	4939	4775	1896
KDM7A-DT	179	332	187	75
LOC107986854	12	1	1	6
LOC105375534	1	2	1	1
LOC124901758	11	6	9	4
SLC37A3	2113	3978	3127	2199
LOC124901838	5	1	2	2
LOC124901759	0	20	13	4
RAB19	187	201	115	261
MKRN1	4048	4098	2892	4352
DENND2A	561	1997	1411	511
LOC105375535	2	12	4	2
ADCK2	566	726	477	719
NDUFB2-AS1	8	25	25	16
NDUFB2	927	931	665	1152
BRAF	2119	3592	3727	1603
LOC105375536	17	50	29	10
LOC107986720	0	0	0	0
MRPS33	914	970	711	998
LOC107986719	0	0	0	0
LOC105375537	0	1	2	0
TMEM178B	1296	168	246	1202
LOC124901760	5	3	1	0
AGK-DT	19	23	30	20
AGK	1466	1803	1497	1691
DENND11	2206	5180	5169	2581
WEE2-AS1	2	22	17	3
WEE2	2	5	10	0
SSBP1	3791	3176	2660	5265
TAS2R3	25	44	80	5
TAS2R4	73	131	295	25
TAS2R5	33	58	85	19
PRSS37	10	9	24	2
OR9A4	4	2	0	0
CLEC5A	2	4	4	0
LOC124901761	0	0	0	0
TAS2R38	0	1	4	1
MGAM	24	13	20	10
MGAM2	2	1	1	0
MOXD2P	0	0	0	0
PRSS58	1	0	0	1
PRSS59P	0	0	0	0
LOC105375539	2	5	1	0
LOC107986855	34	21	14	35
MIR11400	1	0	2	0
PRSS1	1	21	17	1
LOC124901763	0	0	0	0
PRSS2	2	27	18	0
LOC124901762	3	2	3	3
LOC105375541	0	5	6	1
EPHB6	308	4444	3965	433
TRPV6	35	269	252	42
TRPV5	0	15	25	1
LOC105375542	1	13	19	0
LLCFC1	5	50	53	3
