	day7_rep1_wt	day7_rep2_wt	day7_rep1_mut	day7_rep2_mut
LOC105369439	0	0	0	1
LOC105369440	0	0	0	0
LOC105369441	0	0	0	0
LOC107984377	0	0	0	0
FAM76B	104	159	162	160
CEP57	453	561	537	593
MTMR2	1063	1211	1232	1434
MAML2	182	282	571	777
MIR1260B	0	0	0	0
CCDC82	166	269	254	303
JRKL	32	59	44	56
JRKL-AS1	0	0	0	0
LINC02737	0	0	0	0
LOC105369448	0	0	0	0
LINC02553	3	2	0	0
LOC105369450	0	0	2	0
LOC105369451	0	1	0	2
LOC105369452	0	0	0	0
LOC105369453	0	0	0	0
LINC02713	0	0	0	0
LOC105369455	0	0	0	1
CNTN5	14	11	5	0
LOC107984431	0	0	0	1
LOC105369456	0	1	0	0
LOC124902736	0	1	0	0
ARHGAP42-AS1	6	4	6	1
ARHGAP42	1663	2444	1913	2367
LOC105369457	16	11	12	18
SNORD13I	11	10	21	22
PGR	48	58	166	207
PGR-AS1	0	0	7	4
LOC105369458	0	0	1	1
LOC124902737	0	0	2	2
TRPC6	1	3	6	15
MIR3920	0	0	0	0
LOC124902738	0	0	0	1
ANGPTL5	3	1	2	0
CEP126	33	34	28	34
CFAP300	18	23	30	33
LOC124902830	0	0	0	1
YAP1	1389	1989	1143	1408
LOC105369460	2	0	1	0
LOC124902739	1	0	0	0
BIRC3	0	2	1	1
BIRC2	204	291	207	282
TMEM123	421	639	594	729
TMEM123-DT	1	2	2	4
LOC124902740	0	0	0	0
LOC102723838	0	0	0	0
MMP7	0	0	0	0
MMP20	0	1	0	0
MMP20-AS1	0	0	0	0
MMP27	0	0	0	0
MMP8	0	0	0	0
MMP10	1	1	2	5
WTAPP1	4	6	4	3
MMP1	0	1	0	0
MMP3	0	2	2	7
LOC124902741	0	1	2	1
MMP12	0	0	1	2
MMP13	3	2	3	0
DCUN1D5	230	302	314	299
DYNC2H1	390	600	392	470
LOC105369463	0	4	0	1
LOC102723862	2	2	1	1
MIR4693	0	0	0	0
LOC105369464	1	0	1	3
PDGFD	21	15	17	17
DDI1	0	0	1	2
LOC102723879	0	0	0	0
LINC02552	0	0	1	0
LOC105369466	0	0	0	1
LOC107984380	0	0	0	0
CASP12	0	0	0	0
CASP4LP	0	0	0	0
CASP4	3	1	10	3
LOC124902813	0	0	0	0
CASP5	0	0	3	0
LOC124902742	0	0	0	0
CASP1	0	0	0	0
CARD16	0	0	0	0
LOC107984381	0	0	0	0
CASP1P2	0	0	0	0
CARD17P	0	0	0	0
CARD18	0	0	0	0
LOC105369468	0	0	0	0
LOC105369469	0	0	0	0
GRIA4	8	10	1	7
LOC124902743	0	0	0	0
MSANTD4	70	96	139	177
KBTBD3	15	22	21	25
AASDHPPT	273	504	295	351
LINC02719	0	0	0	0
LOC101928535	0	0	0	0
LOC105369474	0	0	0	0
LOC124902744	0	0	0	0
GUCY1A2	192	223	203	225
LOC112268081	2	1	0	8
LOC105369475	1	1	2	4
LOC105369477	58	95	68	101
LOC124902745	0	2	1	3
CWF19L2	246	304	276	402
ALKBH8	74	84	84	122
ELMOD1	8	12	6	8
SLN	9	1	3	1
SLC35F2	250	185	244	248
LOC124902746	0	0	0	0
LOC124902747	0	0	0	0
RAB39A	14	17	15	23
CUL5	370	675	406	480
LOC124902748	8	3	3	17
ACAT1	107	129	91	104
NPAT	431	666	651	786
ATM	469	842	589	692
C11orf65	10	35	27	38
POGLUT3	429	580	425	526
LOC124902749	1	1	3	2
LOC112267909	10	1	7	7
EXPH5	201	318	534	729
DDX10	434	380	404	480
LOC124902750	20	28	33	53
C11orf87	1	1	3	5
LOC124902751	0	0	0	0
LINC02715	0	0	0	0
LOC105369483	0	0	0	0
LOC105369484	0	0	1	0
ZC3H12C	146	211	147	165
RDX	1226	1805	1729	2260
LOC124902752	0	0	0	0
LINC02732	1	2	2	1
LOC107984385	0	0	0	0
FDX1	237	244	272	286
ARHGAP20	1	8	3	8
LOC124902753	0	0	0	0
LOC124902754	0	0	0	0
LOC105369488	0	0	0	0
LOC105369489	0	0	0	0
LINC02550	0	0	0	0
LOC102723966	0	0	0	0
POU2AF2	0	0	0	0
COLCA1	10	4	11	7
POU2AF3	9	2	9	9
LOC105369491	0	0	1	0
LOC124902755	0	0	1	0
MIR4491	0	0	0	0
POU2AF1	1	0	0	0
BTG4	0	0	2	1
LOC100132078	0	0	0	0
LOC107984386	0	0	0	0
LOC644277	0	0	0	0
MIR34BHG	0	0	1	0
MIR34B	0	0	0	0
MIR34C	0	0	0	0
HOATZ	0	0	3	4
LAYN	76	67	65	66
SIK2	863	929	815	747
PPP2R1B	615	640	502	543
ALG9	429	469	376	335
LOC124902756	18	28	20	36
FDXACB1	31	35	24	17
CFAP68	61	70	92	54
CRYAB	63	62	51	39
HSPB2	9	5	1	3
HSPB2-C11orf52	0	0	1	0
C11orf52	0	0	0	0
DIXDC1	386	461	313	326
DLAT	728	908	708	721
PIH1D2	45	38	28	53
NKAPD1	625	494	543	585
TIMM8B	426	205	382	296
SDHD	494	419	422	486
IL18	9	11	13	11
LOC107987164	0	1	0	1
TEX12	4	0	3	9
BCO2	106	115	14	24
PTS	246	225	262	229
PLET1	6	2	3	9
LOC100132686	1	0	0	1
LINC02762	4	4	1	4
LOC107984388	0	0	0	0
LOC107984389	0	0	0	0
LINC02763	0	0	1	1
LINC02764	0	0	0	1
LOC124902757	0	0	1	1
LOC105369496	0	0	0	0
LOC124902801	0	0	1	0
LOC105369498	0	0	0	0
LOC101928847	8	5	6	7
NCAM1	1005	972	602	669
NCAM1-AS1	0	1	0	1
LOC124902814	2	6	1	1
TTC12	95	126	118	196
ANKK1	1	7	1	0
DRD2	17	9	11	5
MIR4301	1	1	0	0
LOC105369501	0	0	0	0
LOC107984390	7	6	4	6
LOC124902758	2	1	2	4
TMPRSS5	8	3	8	7
ZW10	257	250	290	280
CLDN25	0	0	0	0
USP28	725	791	642	698
LOC124902821	16	8	7	12
HTR3B	0	2	0	1
HTR3A	1	3	0	2
LOC124902760	0	0	0	0
LOC124902759	0	0	0	0
LOC124902761	0	0	0	0
ZBTB16	228	211	743	651
NNMT	2	5	6	6
LOC101928940	0	0	0	0
LOC107984391	0	0	0	0
C11orf71	53	64	58	43
RBM7	146	195	179	243
REXO2	225	216	421	378
NXPE2	3	3	3	3
NXPE1	0	2	0	0
LOC124902825	0	0	0	0
NXPE4	0	0	0	0
LOC105369506	0	1	0	0
CADM1	1590	1685	1915	2302
LOC105369509	0	0	12	11
CADM1-AS1	17	25	21	21
LOC105369511	0	0	0	0
LOC124902826	0	0	0	0
LINC02698	0	1	0	0
LOC101928985	0	0	1	5
LINC00900	1	0	7	5
LOC107987165	0	0	1	0
LINC02703	0	0	0	1
LOC105369513	0	0	0	0
LOC107984393	0	0	1	6
LOC107987166	1	5	3	2
LOC124902834	0	0	0	0
LINC02151	1	0	5	2
LOC107984372	2	0	4	4
LINC02702	0	0	1	0
BUD13	321	246	242	275
ZPR1	533	487	572	509
APOA5	0	1	3	1
LNC-RHL1	0	0	0	0
APOA4	1	1	2	0
APOC3	1	0	0	0
APOA1	21	27	55	42
APOA1-AS	3	2	2	1
SIK3	1041	1066	1041	1127
LOC124902763	193	200	233	310
PAFAH1B2	2325	2434	2065	1975
SIDT2	558	603	573	435
LOC100652768	21	12	16	17
TAGLN	982	762	1538	1478
PCSK7	127	135	190	162
RNF214	476	509	534	466
LOC124900313	1	1	0	0
BACE1	1398	1308	1326	1201
BACE1-AS	41	35	46	23
CEP164	441	391	516	527
DSCAML1	6	9	5	3
LOC105369515	0	0	0	1
FXYD6-FXYD2	0	0	0	0
FXYD2	2	1	0	1
FXYD6-AS1	1	0	1	0
FXYD6	2541	1801	2706	2614
TMPRSS13	9	12	61	49
IL10RA	0	0	2	3
SMIM35	0	0	0	0
TMPRSS4	0	2	3	1
LOC105369517	0	0	0	0
SCN4B	4	6	5	3
SCN2B	2	0	0	0
JAML	1	2	0	0
MPZL3	27	12	56	61
MPZL2	2	4	20	16
CD3E	0	0	0	0
CD3D	1	0	0	0
CD3G	0	1	3	1
UBE4A	1142	1467	1122	1254
LOC100131626	1	7	2	2
ATP5MG	1190	655	1050	909
KMT2A	3438	4300	3239	4301
TTC36-AS1	7	4	7	6
TTC36	16	13	17	14
TMEM25	130	151	119	117
IFT46	227	179	229	229
LOC124902764	1	2	0	0
ARCN1	4534	3993	4196	4130
LOC124902765	4	4	2	8
PHLDB1	286	318	252	305
MIR6716	0	0	0	0
TREH	2	7	1	3
LOC105369519	0	0	0	0
LOC124902766	10	12	15	8
DDX6	3238	3067	2639	3338
CXCR5	4	3	1	1
LOC124902767	1	0	0	0
BCL9L	912	1220	1123	991
MIR4492	3	1	3	2
UPK2	5	6	4	6
FOXR1	0	0	0	0
LOC124902768	25	29	31	17
CENATAC	725	633	774	700
RPL23AP64	16	30	17	24
RPS25	8184	4247	9359	7920
TRAPPC4	425	230	306	332
SLC37A4	441	450	550	488
HYOU1	1270	1049	1648	1642
LOC124902769	7	1	4	7
VPS11	453	478	494	467
HMBS	209	150	176	202
DPAGT1	501	497	496	473
H2AX	14	21	12	12
C2CD2L	71	101	76	89
HINFP	186	196	232	166
ABCG4	9	3	6	1
NLRX1	70	94	62	65
NHERF4	1	5	1	2
CCDC153	5	1	6	3
SNORD150	0	0	0	0
CBL	2963	2885	2575	2611
MCAM	63	53	153	114
MIR6756	0	0	0	0
RNF26	531	540	460	418
C1QTNF5	0	0	0	0
MFRP	0	0	0	0
USP2	449	520	493	414
USP2-AS1	0	1	4	4
THY1	142	136	228	224
LOC124902770	0	0	0	0
LOC107984398	4	1	0	5
LOC105369520	0	2	0	0
NECTIN1	1213	1287	641	563
LOC124900303	3	7	3	1
NECTIN1-AS1	5	10	3	4
NECTIN1-DT	0	0	0	1
LOC124902771	0	0	0	0
LOC124902772	0	0	0	0
LOC105369526	0	1	0	1
LINC02744	0	0	0	0
LOC105369527	0	0	0	0
LOC105378956	0	0	0	0
TRIM29	3	0	0	0
LOC105369529	0	0	0	0
LOC107984399	0	1	1	0
LOC124902773	0	0	1	0
LOC105369530	1	0	1	0
OAF	16	17	14	6
POU2F3	1	0	4	1
LOC649133	0	0	1	0
LOC105369531	0	0	0	0
TLCD5	105	114	106	114
ARHGEF12	1259	1501	1215	1624
GRIK4	9	7	1	6
LOC107984400	1	0	0	0
LOC105369532	0	2	0	0
LOC101929227	1	0	0	2
LOC101929208	0	1	0	0
TBCEL-TECTA	0	0	0	0
TBCEL	137	197	153	170
TECTA	0	0	0	0
LOC105369533	0	0	0	0
LOC105369534	0	0	0	0
SC5D	1207	1749	930	1099
SORL1-AS1	0	5	0	7
SORL1	1667	1567	1261	1288
LOC105369535	8	9	6	11
LOC107984402	1	0	0	0
MIR100HG	26	32	4	6
MIR125B1	0	0	0	0
BLID	0	0	0	0
MIRLET7A2	0	0	0	0
MIR10526	0	0	0	0
MIR100	0	0	0	0
TRK-TTT2-1	0	0	0	0
UBASH3B	111	123	236	213
LOC124902828	0	0	3	0
CRTAM	0	0	0	0
JHY	2	7	11	9
LOC124902774	0	0	0	0
BSX	0	0	0	0
SAE1P1	0	2	2	0
HSPA8	18429	14406	15772	14454
SNORD14E	2	6	6	3
SNORD14D	5	9	5	1
SNORD14C	10	9	6	8
LOC124902775	41	43	50	27
CLMP	344	292	628	858
LOC105369540	0	0	0	0
LOC105369539	0	0	0	0
LOC124900305	0	0	0	0
LINC02727	0	0	0	0
GRAMD1B	153	144	177	128
MIR4493	0	0	0	0
LOC124902776	2	3	9	8
SCN3B	61	62	125	144
LOC124902777	1	0	0	2
LOC105369543	0	0	0	0
ZNF202	361	327	342	359
OR6X1	0	0	0	0
LOC105369544	0	0	1	1
OR6M1	0	1	0	0
TMEM225	0	0	0	0
OR8D4	0	0	0	0
OR4D5	0	2	0	1
OR6T1	0	0	0	2
OR10S1	1	0	9	3
OR10G6	0	0	0	0
OR10G4	0	1	0	1
OR10G9	0	0	0	0
OR10G8	0	0	0	0
OR10G7	1	1	0	0
LOC105369545	0	0	0	0
VWA5A	369	326	512	524
LOC124902778	0	0	0	0
OR10D3	0	0	0	0
OR8G3P	0	0	0	2
LOC102724410	0	0	0	0
OR8G2P	0	0	0	0
OR8G1	0	0	0	0
OR8G5	2	3	2	1
OR8D1	0	0	0	2
LOC112268069	0	0	0	0
OR8D2	0	0	0	0
OR8B2	0	0	0	0
OR8B3	0	1	0	0
LOC107984404	0	0	0	0
OR8B4	0	0	0	0
OR8B8	0	1	0	3
OR8B12	0	0	0	0
OR8A1	0	0	0	0
PANX3	0	0	0	0
LOC124902779	1	2	2	1
TBRG1	274	376	382	367
SIAE	41	59	59	76
SPA17	56	93	73	66
LOC124902780	1	2	0	2
LOC107984405	0	0	0	0
NRGN	10	16	35	28
VSIG2	9	7	27	25
ESAM	24	30	303	261
ESAM-AS1	23	14	26	42
MSANTD2	185	218	200	265
MSANTD2-AS1	23	30	17	24
ROBO3	27	27	35	28
ROBO4	1	7	50	32
LOC107984406	0	0	3	3
HEPACAM	0	0	0	1
HEPN1	0	0	0	0
CCDC15-DT	6	4	8	12
CCDC15	47	74	63	80
SLC37A2	7	5	4	2
TMEM218	72	67	72	96
PKNOX2-DT	0	2	2	2
PKNOX2	113	119	104	114
PKNOX2-AS1	7	8	5	3
FEZ1	37	30	10	14
LOC403312	0	0	0	0
STT3A-AS1	2	3	2	2
EI24	1096	897	978	964
STT3A	1724	1653	1979	1745
CHEK1	867	831	1052	1349
LOC118567325	0	0	0	0
ACRV1	26	19	23	46
LOC105369551	12	20	13	15
PATE1	1	0	0	0
PATE2	1	2	0	1
PATE3	2	0	0	0
PATE4	2	0	0	1
LOC124902781	3	7	5	4
HYLS1	47	30	43	31
PUS3	77	108	79	80
DDX25	14	11	13	15
VSIG10L2	2	4	1	0
CDON	574	530	497	497
LOC124902782	0	2	1	0
LOC107984407	0	0	0	0
LOC124902784	1	0	3	0
LOC105369591	0	0	0	0
LOC124902783	1	0	4	6
RPUSD4	574	371	635	577
FAM118B	251	171	246	231
SRPRA	927	901	791	721
FOXRED1	221	200	219	229
TIRAP	84	88	113	82
TIRAP-AS1	75	58	63	46
DCPS	203	174	156	155
GSEC	4	6	9	5
ST3GAL4	39	53	24	31
KIRREL3	8	13	4	2
KIRREL3-AS1	0	0	0	0
LOC101929427	0	0	2	1
LOC124902785	2	4	0	2
LOC105369561	0	0	0	0
LOC105369559	2	4	2	8
KIRREL3-AS2	0	0	0	0
MIR3167	1	1	0	0
LOC105369558	0	0	0	0
KIRREL3-AS3	0	0	0	1
LOC101929473	0	0	0	0
LOC105369562	0	0	0	1
LOC107984379	0	0	0	0
LINC02712	0	0	0	0
LOC107984373	0	0	1	0
LOC107984374	0	0	0	0
LINC02725	0	0	1	0
LINC02098	0	0	0	0
LOC124902786	0	1	0	0
LOC124902787	0	0	2	1
LOC124902788	0	0	0	0
LOC124902789	0	1	5	8
ETS1	137	131	1158	1272
MIR6090	0	0	0	0
ETS1-AS1	0	0	3	5
LOC124902790	0	0	0	1
LOC105369565	0	0	12	20
LOC105369568	0	0	1	11
LOC101929538	0	0	1	5
FLI1	23	13	300	334
SENCR	1	0	11	20
KCNJ1	0	1	1	2
LOC107984409	0	0	0	0
KCNJ5	135	151	268	215
KCNJ5-AS1	29	35	33	54
TP53AIP1	8	4	4	5
ARHGAP32	722	945	754	857
LOC399975	50	90	102	213
LOC124902791	2	3	4	11
LOC105369571	0	0	0	0
LOC105369572	0	0	0	0
BARX2	7	11	13	4
LINC01395	0	0	0	0
LOC124902792	0	0	0	0
LOC124902793	0	0	0	2
TMEM45B	12	10	16	25
NFRKB	551	585	559	564
PRDM10	174	196	151	165
PRDM10-DT	4	5	5	8
LOC107984432	2	0	4	2
APLP2	9426	7983	8912	8223
ST14	19	19	80	67
ZBTB44	437	544	441	610
ZBTB44-DT	6	2	2	2
ADAMTS8	206	161	46	57
ADAMTS15	144	112	63	48
LOC105369574	1	2	0	4
MIR8052	0	0	0	0
LINC02873	0	0	0	0
LOC105369575	2	1	0	0
LOC105369576	3	1	0	3
LINC02551	0	0	1	1
SNX19	1343	1414	1286	1404
LOC105369577	0	0	0	0
LOC107984411	0	0	0	0
LOC105369579	0	0	0	0
LOC105369578	0	0	1	0
LOC107984412	0	0	0	0
LOC124902794	0	0	0	0
NTM	48	52	42	27
LOC101929653	0	0	0	0
NTM-AS1	1	1	0	0
LOC107984413	1	5	0	2
LOC124902795	4	1	4	2
NTM-IT	0	0	0	2
OPCML	6	8	14	15
LOC105369580	0	0	3	0
LOC124902796	3	2	7	6
OPCML-IT1	1	0	1	0
LOC124902835	0	0	0	0
LINC02743	0	0	0	0
SPATA19	0	0	4	0
IGSF9B	13	19	39	40
MIR4697	0	0	0	0
LINC02731	1	1	2	0
JAM3	663	767	654	676
LOC124902797	19	41	33	57
NCAPD3	821	816	772	717
SNORD153	0	0	0	0
VPS26B	335	307	278	288
THYN1	147	140	177	136
ACAD8	250	254	232	250
GLB1L3	7	6	13	10
GLB1L2	47	68	108	95
LOC124902798	0	5	8	5
B3GAT1	52	34	54	54
B3GAT1-DT	1	0	7	2
LOC124902799	0	0	1	0
LOC105369583	0	0	1	0
LINC02706	0	0	0	0
LINC02714	5	7	8	2
LINC02697	0	0	1	0
LOC100507548	0	0	0	0
LINC02717	0	0	0	0
LOC105369587	0	2	0	0
LINC02684	0	0	0	0
WASH8P	59	72	71	76
LOC107987170	0	0	0	1
FAM138D	0	0	0	0
IQSEC3	10	15	16	11
IQSEC3-AS2	1	0	0	0
LOC574538	3	1	0	1
IQSEC3-AS1	2	0	3	0
SLC6A12	3	2	4	7
SLC6A12-AS1	0	0	0	0
SLC6A13	5	15	4	7
LOC102723544	3	0	2	1
KDM5A	2248	2397	2293	2804
CCDC77	314	278	413	446
LOC105369594	28	39	30	35
B4GALNT3	214	210	251	251
LOC124902853	21	40	30	42
LOC124902852	6	8	4	15
NINJ2	3	7	7	3
LOC105369595	0	0	0	0
NINJ2-AS1	11	9	20	21
LINC02455	0	0	0	0
LOC101929432	0	0	1	0
WNK1	7775	8096	7581	8930
RAD52	408	377	359	400
LOC124902855	31	25	33	36
ERC1	1677	1639	1481	1576
LOC124902857	4	1	4	5
LOC124902854	26	30	29	37
LOC107987182	8	13	5	12
LOC124902856	139	141	144	208
LINC00942	2	1	3	2
LOC107984507	0	2	2	1
FBXL14	469	659	520	411
WNT5B	89	64	85	80
MIR3649	0	0	0	1
ADIPOR2	979	858	942	899
CACNA2D4	26	39	29	22
LOC105369602	3	1	2	6
LOC105369601	2	9	4	2
LRTM2	0	4	4	0
LOC124902858	0	0	0	0
LINC00940	1	1	4	1
DCP1B	362	438	368	367
CACNA1C	614	616	221	229
CACNA1C-IT1	16	22	8	10
CACNA1C-IT2	18	12	11	6
LOC107984131	421	449	163	248
CACNA1C-AS4	36	28	18	21
CACNA1C-IT3	1	3	3	2
CACNA1C-AS2	3	6	2	1
CACNA1C-AS1	3	5	0	2
ITFG2-AS1	14	8	8	8
FKBP4	2249	1584	1884	1767
ITFG2	726	592	620	546
NRIP2	102	100	87	88
TEX52	44	61	45	28
FOXM1	1165	1191	1093	949
RHNO1	374	346	365	316
LOC124902860	0	3	6	4
TULP3	837	888	825	765
LOC124903097	0	0	0	0
LOC124902859	20	14	12	17
TEAD4	289	286	425	423
TSPAN9	106	146	213	176
LOC124902861	6	3	3	13
LOC100128253	2	3	3	3
LINC02827	15	10	8	8
LINC02417	0	0	0	0
PRMT8	1	2	4	0
LOC105369607	0	0	2	1
LOC124902862	0	0	0	0
THCAT155	1	1	2	2
CRACR2A	14	4	4	11
LOC107984495	1	0	0	0
PARP11	305	386	301	410
PARP11-AS1	11	10	14	16
LOC105369608	0	0	0	0
LOC105369611	3	1	3	5
LOC124900317	1	4	1	3
LOC105369612	0	0	0	0
CCND2-AS1	31	25	33	42
CCND2	16367	15081	16456	15412
TIGAR	160	225	178	213
FGF23	2	7	2	1
FGF6	0	2	0	2
C12orf4	458	563	389	448
RAD51AP1	1044	906	1120	1316
DYRK4	140	124	201	203
AKAP3	9	19	18	30
NDUFA9	1161	1085	1098	1066
GAU1	8	1	8	11
GALNT8	19	27	11	14
LOC124902863	14	33	20	32
KCNA6	51	65	79	75
KCNA1	316	326	43	64
LOC100507560	2	4	1	0
KCNA5	184	215	16	13
LOC105369617	42	56	40	37
LOC124902864	2	4	2	7
LOC105369616	0	4	2	12
LINC02443	0	0	0	2
LOC105369618	28	45	25	34
NTF3	56	48	60	50
LOC124902865	25	34	39	52
ANO2	11	17	20	19
LOC105369621	1	0	0	2
VWF	41	35	94	98
SNORA120	0	0	0	0
LOC124902866	1	0	1	0
LOC105369623	0	0	2	0
LOC105369622	0	0	1	0
CD9	89	65	62	71
LOC105369625	5	0	4	2
PLEKHG6	25	38	52	64
TNFRSF1A	567	565	1009	951
LOC112268088	1	2	2	1
SCNN1A	73	107	318	236
LOC107984500	1	0	4	7
LOC105369626	4	3	7	14
LTBR	19	23	35	38
CD27-AS1	24	23	21	28
CD27	7	12	6	12
TAPBPL	16	18	20	18
VAMP1	109	67	90	108
MRPL51	1673	1015	1640	1360
NCAPD2	1944	1913	1645	1480
SCARNA10	13	14	11	3
GAPDH-DT	15	11	8	7
GAPDH	44980	44044	41046	39223
IFFO1	195	187	124	132
NOP2	784	850	808	799
CHD4	6955	6411	6862	6561
SCARNA11	1	1	1	0
LOC124902867	10	6	11	7
LOC105369631	4	6	10	8
LPAR5	2	11	31	35
ACRBP	11	11	17	18
ING4	101	80	148	119
ZNF384	2400	2568	2450	2219
PIANP	173	182	164	141
COPS7A	437	361	332	391
MLF2	1265	1325	1095	897
PTMS	1783	1386	1866	1534
LAG3	18	24	18	15
CD4	71	50	75	72
GPR162	59	42	34	29
P3H3	86	95	98	81
GNB3	24	33	23	19
CDCA3	704	575	509	554
USP5	764	695	644	597
TPI1	3349	2282	2894	2624
SPSB2	62	64	54	56
LOC105369632	10	9	7	8
RPL13P5	17	18	11	15
DSTNP2	29	16	17	19
LRRC23	44	54	49	39
ENO2	42	53	72	74
LOC124902868	33	28	44	29
ATN1	2755	3838	2964	2761
C12orf57	491	399	541	457
RNU7-1	5	6	4	5
PTPN6	61	68	64	42
LOC105369634	1	1	4	2
MIR200CHG	0	2	2	2
MIR200C	0	0	0	0
MIR141	0	0	0	0
PHB2	2289	2007	2172	2069
SCARNA12	14	21	21	13
EMG1	467	355	583	482
LPCAT3	148	157	158	148
C1S	30	31	25	19
C1R	8	7	15	7
C1RL	99	78	113	99
C1RL-AS1	18	10	36	29
RBP5	11	9	8	7
CLSTN3	165	167	191	227
LOC124902869	0	0	0	0
PEX5	153	155	117	132
ACSM4	0	0	0	0
CD163L1	2	3	2	2
LOC101927882	0	0	0	0
CD163	0	3	1	3
LOC124902870	0	0	0	0
APOBEC1	1	0	1	0
GDF3	43	33	45	30
DPPA3	6	7	0	0
CLEC4C	0	0	0	0
NANOGNB	3	2	0	0
NANOG	1	0	1	1
SLC2A14	81	68	109	104
SLC2A3	24936	17445	34285	30323
LOC124902871	3	4	1	3
FOXJ2	1124	1200	1062	916
C3AR1	8	6	5	6
NECAP1	531	581	418	419
CLEC4A	17	9	12	11
POU5F1P3	0	0	0	0
ZNF705A	0	0	0	0
FAM66C	41	32	34	35
FAM90A1	1	7	3	3
FAM86FP	49	54	44	69
LINC02449	10	14	6	4
LOC112268090	69	62	62	62
LOC107987171	51	114	71	69
LINC00937	28	20	14	22
CLEC6A	0	0	0	0
CLEC4D	2	1	1	1
CLEC4E	0	0	0	0
LOC124902872	0	0	0	0
LOC105369645	0	0	0	0
LOC124900334	0	0	0	0
AICDA	3	0	1	0
MFAP5	3	0	10	11
RIMKLB	1027	1192	1017	1231
LINC02972	32	32	51	46
A2ML1	5	5	9	10
PHC1	959	954	883	861
M6PR	1024	925	966	1002
KLRG1	13	28	11	11
LINC00612	0	0	2	2
A2M-AS1	22	47	17	17
A2M	282	260	391	365
PZP	31	51	17	20
A2MP1	1	2	1	0
MIR1244-3	3	0	0	2
LINC00987	24	20	5	5
LOC124903067	0	0	0	0
LOC642846	103	153	116	140
LOC105369649	0	1	1	1
LINC02367	7	7	12	19
LOC101928030	0	1	1	1
LOC728715	23	23	39	36
LOC105369647	0	0	1	0
DDX12P	268	351	231	259
LOC124902873	10	11	17	9
LOC408186	25	29	29	46
KLRB1	5	4	6	11
LOC374443	35	51	69	71
LOC105369728	1	1	1	2
CLEC2D	18	39	52	64
LINC02390	0	0	2	0
CLECL1P	0	1	1	0
CD69	0	0	3	0
KLRF1	0	0	0	2
CLEC2B	0	0	1	0
CLEC2A	24	46	4	5
KLRF2	13	14	0	0
LINC02470	0	0	0	0
CLEC12A-AS1	0	0	0	0
CLEC12A	0	0	0	0
LOC124902874	0	0	0	0
CLEC1B	0	0	0	0
CLEC12B	0	0	0	0
LOC102724020	0	0	0	0
CLEC9A	0	0	1	4
CLEC1A	1	0	29	22
LOC105369655	0	0	0	0
CLEC7A	0	0	1	0
OLR1	0	0	1	0
TMEM52B	0	0	0	0
GABARAPL1	711	497	811	702
GABARAPL1-AS1	17	27	35	27
KLRD1	0	1	3	2
LOC124902875	0	0	0	0
LOC105369656	0	0	0	0
LINC02617	0	0	0	0
LINC02598	0	0	2	1
KLRK1-AS1	0	0	0	1
KLRC4-KLRK1	0	0	0	0
KLRK1	0	0	0	0
KLRC4	0	0	0	0
KLRC3	0	0	0	0
KLRC2	0	0	0	0
KLRC1	0	0	0	0
LOC105369657	0	0	0	0
EIF2S3B	0	0	1	4
LOC105369658	0	0	0	0
LINC02446	0	0	0	0
LOC105376675	0	0	0	1
KLRA1P	18	38	20	34
MAGOHB	465	365	473	519
STYK1	10	11	1	0
YBX3	4032	3829	4225	4031
LOC124902876	0	0	4	1
LOC112268104	0	0	0	0
LINC02366	0	0	0	1
TAS2R7	1	0	0	0
TAS2R8	0	0	2	0
TAS2R9	0	1	1	0
TAS2R10	1	2	3	2
PRH1-PRR4	0	0	0	0
PRR4	0	0	0	0
PRH1	29	55	26	38
TAS2R13	0	10	4	1
PRH2	12	22	15	18
PRH1-TAS2R14	0	0	0	0
TAS2R14	5	8	4	7
TAS2R50	10	6	2	5
TAS2R20	19	20	23	33
TAS2R19	21	47	32	24
TAS2R31	9	20	9	12
TAS2R46	3	20	16	31
TAS2R43	0	1	0	0
TAS2R30	48	49	56	77
SMIM10L1	238	343	213	238
TAS2R42	1	2	1	1
LOC107987435	56	62	61	62
PRB3	1	1	3	5
PRB4	1	1	2	3
PRB1	1	1	2	2
PRB2	0	0	0	2
LOC124902878	1	2	5	4
LOC440084	1	2	1	5
LOC124902877	0	3	1	1
LINC01252	30	26	20	14
ETV6	673	647	834	894
LOC124902879	49	49	62	96
BCL2L14	9	12	16	15
MIR1244-4	4	1	3	3
LRP6	1086	1353	1307	1780
MANSC1	79	98	93	90
LOH12CR2	3	1	2	3
BORCS5	196	166	170	170
DUSP16	815	734	1366	1339
LOC107984486	0	0	0	0
CREBL2	281	318	232	259
LOC124902880	3	2	3	0
GPR19	662	680	457	475
CDKN1B	1648	1367	1203	1252
LOC105369663	6	10	8	6
APOLD1	47	77	67	63
MIR613	2	0	1	2
DDX47	1167	1173	1092	1028
RPL13AP20	15	10	12	7
LOC124902881	0	0	0	0
GPRC5A	36	36	210	199
MIR614	0	0	0	0
GPRC5D-AS1	13	24	8	22
GPRC5D	0	1	0	0
LOC124903100	0	0	0	0
HEBP1	204	168	235	194
HTR7P1	46	48	44	44
FAM234B	853	686	556	495
GSG1	5	12	5	15
LOC105369666	1	0	1	0
LOC124902882	0	3	1	7
EMP1	20	19	56	86
LINC01559	0	0	0	1
GRIN2B	166	226	67	46
LOC105369668	1	4	0	2
LOC105369667	1	2	0	0
