	day32_rep1_wt	day32_rep2_wt	day32_rep1_mut	day32_rep2_mut
LMO2	72	82	159	142
LOC105376621	0	0	0	0
LOC124902659	1	0	0	0
LOC101929918	5	7	1	4
CAPRIN1	3895	4169	4187	4147
LOC124902660	16	26	19	9
NAT10	179	206	181	186
ABTB2	286	305	279	290
LOC105376622	0	0	0	0
CAT	168	208	269	248
ELF5	0	0	0	2
LINC02707	0	0	0	0
EHF	3	1	0	2
LOC102723568	198	244	209	207
LOC105376625	52	56	41	58
LOC105376624	20	9	15	11
APIP	131	158	118	142
PDHX	757	850	810	813
MIR1343	4	3	3	2
LOC105376626	20	10	28	18
LOC105376627	1	1	0	1
CD44-DT	0	1	1	1
CD44	214	226	458	452
SNORD164	0	0	0	2
CD44-AS1	4	1	5	9
SLC1A2	79	75	81	79
SLC1A2-AS1	1	0	1	1
PAMR1	0	1	0	2
FJX1	103	134	68	65
TRIM44	1645	1706	1578	1432
LOC124902661	0	1	0	0
LDLRAD3	165	204	157	154
MIR3973	1	1	1	1
LOC101928510	29	22	10	12
COMMD9	118	123	145	124
PRR5L	10	2	5	1
TRAF6	563	616	444	447
RAG1	25	23	15	21
RAG2	6	4	0	5
IFTAP	238	341	306	270
LOC107984325	2	2	1	2
LOC107984326	0	0	0	0
LOC105376631	0	0	0	0
LOC105376632	0	0	0	0
LINC02760	0	0	0	0
LOC105376634	1	0	0	0
LINC02759	0	0	0	0
LOC105376635	1	0	0	0
LINC01493	0	0	0	1
LOC101928563	0	0	0	0
LOC107984362	0	0	0	0
LOC105376636	0	0	0	0
LOC105376637	0	0	0	0
LRRC4C	20	12	22	26
LINC02741	0	0	0	0
LINC01499	0	0	0	0
LOC105376639	1	0	0	0
LINC02745	0	0	0	0
LOC105376641	0	0	0	0
LINC02740	0	0	0	0
LOC105376642	0	0	0	0
LOC124902662	0	0	0	2
HNRNPKP3	0	0	0	0
API5	1065	1140	1073	931
TTC17	1169	1204	1174	1232
HSD17B12	821	991	1151	1242
MIR670	0	0	0	1
LOC124902807	0	0	0	3
MIR670HG	0	4	8	6
MIR129-2	0	0	0	0
LOC107984328	40	46	48	48
LOC105376644	0	0	0	0
ALKBH3	25	36	88	84
SEC14L1P1	9	8	15	17
ALKBH3-AS1	16	13	15	22
ACCSL	0	0	4	2
LOC124902663	3	0	5	7
C11orf96	1	4	5	2
ACCS	13	17	28	27
EXT2	304	366	355	319
ALX4	6	1	3	1
LOC105376645	0	0	0	0
LOC105376646	0	0	0	0
CD82	3	3	7	4
CD82-AS1	0	0	0	0
LINC02704	3	6	4	1
TSPAN18	748	807	627	666
LOC124902664	9	10	4	8
TP53I11	481	506	657	716
LOC105376649	0	0	0	0
LINC02685	0	0	1	0
LOC105376650	0	0	0	0
PRDM11	439	450	484	534
LOC105376652	2	4	2	3
SYT13	10	14	73	73
LINC02696	4	9	6	11
LINC02687	0	0	0	0
LOC105376654	0	0	0	0
LOC105376655	0	0	0	0
LOC105376656	0	0	0	0
LOC124902665	0	0	0	0
CHST1	2	16	15	16
LOC124902666	0	0	0	0
MIR7154	0	0	0	0
LOC100507384	0	0	0	0
LOC124902667	1	0	1	4
LINC02690	0	0	0	0
LINC02716	1	1	0	0
SLC35C1	61	58	75	68
CRY2	604	601	564	570
MAPK8IP1	27	32	40	31
LOC124902668	0	0	1	0
FREY1	0	0	1	3
PEX16	20	25	18	28
LARGE2	1	5	10	10
PHF21A	1384	1408	1625	1640
LOC105376661	1	6	12	12
LOC101928894	0	0	0	0
LINC02710	1	0	0	0
LOC124902669	1	3	0	2
LINC02489	0	0	0	1
CREB3L1	109	144	72	81
DGKZ	83	105	52	86
MIR4688	0	0	0	0
MDK	1310	1462	2067	2330
CHRM4	7	7	3	4
AMBRA1	218	239	236	223
MIR3160-1	0	0	0	0
MIR3160-2	0	0	0	0
HARBI1	15	19	17	15
ATG13	460	460	432	442
ARHGAP1	1606	1549	1863	1794
ZNF408	23	21	17	17
F2	1	4	3	5
CKAP5	3178	3398	2994	2917
MIR5582	0	0	0	1
LOC124900314	1	0	0	0
SNORD67	3	1	0	0
LRP4-AS1	0	0	4	2
LRP4	169	198	278	290
CSTPP1	100	102	109	132
LOC124902670	81	63	62	50
LOC124902671	17	17	23	16
LOC124902672	9	4	4	10
ARFGAP2	177	154	168	164
PACSIN3	37	44	38	57
MIR6745	0	0	0	0
DDB2	152	104	100	104
ACP2	66	70	74	76
NR1H3	19	18	19	12
MADD	554	565	565	496
MADD-AS1	2	4	5	3
MYBPC3	5077	5326	3418	3604
SPI1	2	0	2	4
SLC39A13-AS1	2	3	3	1
MIR4487	0	0	0	0
SLC39A13	84	104	103	98
PSMC3	400	413	363	501
LOC124902673	0	0	0	0
RAPSN	0	1	0	1
CELF1	1533	1514	1615	1408
PTPMT1	210	229	186	174
KBTBD4	33	32	37	30
NDUFS3	445	563	584	555
FAM180B	2	4	4	3
C1QTNF4	13	9	3	7
MTCH2	996	1198	1149	1154
AGBL2	2	5	0	2
FNBP4	1037	1160	985	987
NUP160	507	531	465	439
PTPRJ	320	313	317	276
MIR3161	0	0	0	0
OR4B1	0	0	0	0
OR4X2	1	0	0	0
OR4X1	0	0	0	0
OR4S1	0	0	0	0
OR4C3	0	0	0	0
OR4C5	0	0	0	0
OR4A47	0	0	0	0
TRIM51G	0	0	0	0
TRIM49B	0	0	0	0
TRIM64C	0	0	0	0
FOLH1	0	0	0	1
GRM5P1	0	0	0	0
OR4C13	0	0	0	0
OR4C12	0	0	0	0
OR4C45	0	0	0	0
LOC101060224	0	0	0	0
LOC124902811	0	0	0	0
SEPTIN7P11	0	0	1	0
LINC02750	1	0	0	0
LOC646813	0	0	0	0
OR4C46	0	0	0	0
OR4A5	0	0	0	1
TRIM48	0	0	0	0
TRIM51HP	0	0	0	0
OR4A16	0	0	0	0
OR4A15	0	0	0	0
OR4C15	0	0	0	0
OR4C16	0	0	0	0
OR4C11	0	0	0	0
OR4P4	0	0	0	0
OR4S2	0	0	0	0
OR4C6	0	0	0	0
OR5D3P	0	0	0	0
OR5D13	0	0	0	0
OR5D14	0	0	0	0
OR5L1	0	0	0	0
OR5D18	0	0	0	0
OR5L2	0	0	0	0
OR5D16	0	0	0	0
TRIM51	0	0	0	0
OR5W2	0	0	0	0
OR5I1	0	0	0	0
OR10AG1	0	0	0	0
OR7E5P	1	0	0	0
OR5F1	0	0	0	0
OR5AS1	0	0	0	0
OR8I2	0	0	0	0
OR8H2	0	0	0	0
OR8H3	0	0	0	0
OR8J3	0	0	0	0
OR8K5	0	0	0	0
OR5J2	0	0	0	1
OR8J2	0	0	0	0
OR5T2	0	1	0	0
OR5T3	0	0	0	1
OR5T1	0	0	0	0
OR8H1	0	0	0	0
OR8K3	0	0	0	0
OR8K1	0	0	0	0
OR8J1	0	0	0	0
OR8U1	0	0	0	0
OR5AL1	0	0	0	0
OR8U3	0	0	0	0
OR5M9	0	0	0	0
OR5M3	0	0	0	0
OR5M8	0	0	0	0
OR5M11	0	0	0	0
OR5M10	0	0	0	0
OR5M1	0	0	0	0
OR5AP2	0	0	0	0
OR5AR1	0	0	0	0
OR9G1	1	0	0	0
OR9G4	0	0	0	0
MIR6128	0	0	0	0
LINC02735	0	0	0	0
LOC105369310	0	0	0	1
OR5AK2	0	0	0	0
OR5AK4P	0	0	0	0
LOC105369309	1	0	0	0
LRRC55	2	1	1	1
APLNR	4	1	8	8
LOC107984364	0	0	0	0
TNKS1BP1	121	134	147	168
SSRP1	501	598	505	551
LOC124902831	1	0	0	1
P2RX3	5	2	0	3
PRG3	0	0	0	0
PRG2	0	2	0	0
SLC43A3	14	15	10	10
RTN4RL2	0	0	0	0
SLC43A1	12	13	16	20
TIMM10	54	72	97	89
SMTNL1	3	1	5	7
UBE2L6	139	167	579	541
SERPING1	76	76	85	83
MIR130A	0	0	0	0
YPEL4	25	24	37	42
CLP1	73	92	70	66
ZDHHC5	321	350	321	336
MED19	53	79	60	79
TMX2-CTNND1	0	0	0	0
TMX2	454	535	603	590
SELENOH	146	203	122	162
BTBD18	66	72	51	69
CTNND1	24	18	13	9
LOC107984365	0	0	0	0
LOC107984331	0	0	1	0
OR9Q1	0	0	1	1
OR6Q1	0	1	0	0
LOC124902674	0	1	3	1
OR9I1	0	0	0	0
OR9Q2	1	0	1	1
OR1S2	0	0	0	0
OR1S1	0	0	0	0
OR10Q1	0	0	0	0
OR10W1	0	0	0	0
OR5B17	0	0	0	0
OR5B3	0	0	0	0
OR5B2	0	0	1	0
OR5B12	0	1	2	0
LOC105369313	1	3	5	2
OR5B21	0	0	0	1
LPXN	68	65	67	37
ZFP91	353	335	334	308
ZFP91-CNTF	0	0	0	0
CNTF	3	4	0	1
GLYAT	1	0	0	0
GLYATL2	0	2	2	3
GLYATL1	3	1	0	5
LOC283194	0	1	0	2
GLYATL1B	1	4	2	3
LOC105369315	8	11	11	13
FAM111B	134	147	99	106
FAM111A-DT	16	11	3	7
FAM111A	97	102	82	69
LOC124902601	0	1	1	0
DTX4	28	30	58	50
LOC124902675	2	1	2	7
MPEG1	0	0	1	1
OR5AN1	0	0	1	0
OR5A2	0	0	0	0
OR5A1	2	0	1	0
OR4D6	0	0	0	0
OR4D10	0	0	0	0
LOC124902818	0	0	0	0
OR4D11	0	0	0	0
OR4D9	1	0	0	0
LOC102723575	4	1	2	1
TRV-TAC1-1	0	0	0	1
TRV-TAC2-1	0	0	0	0
TRR-TCT3-2	0	0	0	0
TRL-TAA3-1	0	0	0	0
TRK-TTT5-1	0	1	0	0
TRF-GAA1-3	0	0	0	0
LINC02739	0	1	1	0
TRK-TTT3-4	0	0	0	0
TRF-GAA2-1	0	0	0	0
OSBP	680	731	662	720
MIR3162	3	11	6	7
LOC101927226	1	3	2	0
PATL1	840	867	869	887
LOC105369318	1	2	1	0
OR10V1	0	0	0	0
OR10V2P	2	5	2	4
STX3	571	593	543	492
MRPL16	150	180	184	159
CBLIF	18	12	12	13
TCN1	7	4	10	9
OOSP3	5	3	7	2
OOSP1	3	8	10	7
OOSP4A	5	8	12	17
OOSP4B	0	0	0	1
OOSP2	0	0	0	1
MS4A3	1	1	0	0
MS4A2	0	0	0	0
LINC02705	0	1	0	1
MS4A6A	1	0	0	0
MS4A4E	0	0	1	1
MIR6503	0	0	0	0
MS4A4A	1	1	0	0
MS4A6E	0	0	0	0
MS4A7	0	0	0	0
MS4A14	0	0	0	1
MS4A5	0	0	0	0
MS4A1	0	0	0	0
MS4A12	0	1	1	0
MS4A13	0	1	0	0
LOC105369321	0	0	0	0
LINC00301	0	0	1	0
MS4A8	1	0	0	0
MS4A18	0	1	0	0
MS4A15	0	0	0	0
MS4A10	0	0	0	0
LOC105369322	2	0	2	1
CCDC86-AS1	0	0	0	0
CCDC86	46	41	35	63
PTGDR2	3	0	1	0
ZP1	0	3	1	0
PRPF19	119	117	95	105
TMEM109	132	150	165	161
LOC124902676	4	3	0	1
TMEM132A	55	63	49	78
SLC15A3	0	0	1	0
CD6	0	3	0	0
LOC105369326	0	0	0	0
LOC105369325	4	4	3	1
LOC124902677	1	3	2	3
CD5	6	2	3	1
VPS37C	47	55	46	45
LOC124902678	1	1	1	0
PGA3	0	0	0	0
PGA4	0	0	0	0
PGA5	0	1	2	1
VWCE	11	5	18	13
DDB1	1055	1120	1148	1143
TKFC	53	46	61	46
CYB561A3	21	25	23	28
TMEM138	106	87	111	117
TMEM216	22	36	30	25
CPSF7	454	460	399	406
SDHAF2	225	202	204	233
PPP1R32	5	6	1	2
LOC105369329	2	1	0	1
MIR4488	0	0	0	0
LRRC10B	0	2	2	1
SYT7	318	339	388	357
LOC105369331	1	2	0	1
LOC101927495	0	0	0	1
RPLP0P2	5	5	6	4
DAGLA	89	59	57	58
MYRF	293	271	150	144
MYRF-AS1	0	1	0	1
TMEM258	87	99	110	141
MIR611	0	0	0	0
FEN1	215	294	182	202
FADS1	1477	1663	1332	1500
MIR1908	0	0	0	0
FADS2	454	463	483	462
LOC124902680	8	13	10	7
LOC124902679	8	5	0	0
FADS3	38	53	54	37
MIR6746	0	0	0	0
RAB3IL1	14	15	3	5
BEST1	22	19	10	9
LOC107984334	13	3	9	7
FTH1	85	92	100	83
LOC399900	1	2	1	0
LINC02733	0	1	0	1
LOC124902681	0	0	0	0
INCENP	108	102	73	92
SCGB1D1	0	0	0	0
SCGB2A1	0	0	0	0
SCGB1D2	0	0	0	0
SCGB2A2	0	0	0	0
SCGB1D4	0	0	0	0
ASRGL1	47	55	37	45
LOC124902682	4	0	0	1
LOC102723765	0	0	0	0
SCGB1A1	0	0	0	0
AHNAK	6959	7733	10113	9362
EEF1G	6120	6546	6175	6241
MIR6747	0	0	1	0
TUT1	59	64	45	56
MTA2	214	225	224	214
EML3	4	7	6	5
ROM1	0	3	2	5
B3GAT3	40	37	44	54
GANAB	615	668	737	714
INTS5	34	44	45	44
LBHD1	8	4	5	8
C11orf98	0	0	1	0
CSKMT	5	13	4	6
SNORA57	0	0	0	0
UQCC3	5	6	3	2
UBXN1	200	220	166	221
LRRN4CL	1	0	0	0
HNRNPUL2-BSCL2	0	0	0	0
BSCL2	2	0	2	0
GNG3	8	4	6	5
HNRNPUL2	237	322	274	266
TTC9C	99	112	117	139
ZBTB3	17	15	24	19
POLR2G	282	304	268	271
TMEM223	104	125	116	164
TAF6L	40	45	47	42
TMEM179B	73	71	77	84
MIR6748	0	0	0	1
NXF1	743	795	760	864
MIR6514	0	2	0	0
STX5	50	65	57	60
STX5-DT	0	0	0	0
TEX54	0	1	1	1
WDR74	52	50	50	51
SNHG1	485	550	391	436
SNORD22	12	7	4	6
SNORD31	8	10	6	11
SNORD30	0	3	2	0
SNORD29	1	2	0	0
LOC124900306	4	11	3	5
SNORD28	13	17	11	6
SNORD27	3	2	2	1
SNORD26	0	0	2	1
SNORD25	0	0	0	0
SLC3A2	242	271	246	215
CHRM1	1	0	0	1
LOC124902683	0	1	0	0
LOC105369333	0	0	0	1
SLC22A6	0	0	0	0
SLC22A8	1	0	0	2
SLC22A24	4	2	1	4
SLC22A25	5	7	5	3
LOC105369334	0	1	1	3
SLC22A10	2	0	0	0
SLC22A9	2	0	0	0
PLAAT5	2	0	1	0
LOC124902684	0	0	0	0
LGALS12	0	0	0	0
PLAAT4	0	0	0	1
PLAAT2	0	0	1	1
PLAAT3	69	97	94	79
LOC105369335	0	0	0	0
ATL3	201	184	224	153
RTN3	1975	2369	2120	2163
ZFTA	137	147	162	176
SPINDOC	91	99	126	111
MARK2	273	236	249	208
RCOR2	25	37	24	27
NAA40	242	292	257	214
COX8A	475	545	610	719
OTUB1	194	188	199	226
MACROD1	20	25	18	22
LOC124902685	0	0	0	1
FLRT1	53	47	33	42
LOC105369339	5	4	3	4
LOC124902686	18	36	36	26
STIP1	750	826	849	819
FERMT3	6	5	4	3
TRPT1	120	111	127	124
NUDT22	20	17	21	19
LOC124902687	1	0	1	2
DNAJC4	91	108	132	111
VEGFB	218	231	223	252
FKBP2	0	0	0	0
LOC114841035	0	0	0	0
PPP1R14B	75	72	80	106
PPP1R14B-AS1	5	3	11	7
PLCB3	26	27	37	48
BAD	41	50	52	51
GPR137	42	47	54	48
KCNK4	0	0	0	0
KCNK4-CATSPERZ	0	0	0	0
CATSPERZ	0	0	0	0
ESRRA	36	33	50	38
TRMT112	143	181	159	167
PRDX5	788	866	986	1038
LOC102723878	1	2	1	0
CCDC88B	2	2	2	2
MIR7155	0	0	0	0
RPS6KA4	18	14	15	20
MIR1237	0	0	0	0
LOC124902688	0	0	0	0
LINC02723	4	6	3	8
LOC105369341	0	0	0	0
LOC124902689	0	0	0	0
LINC02724	0	0	0	1
LOC124902690	0	1	0	0
SLC22A11	0	0	0	0
SLC22A12	0	0	0	1
NRXN2	0	0	0	0
NRXN2-AS1	0	0	0	1
RASGRP2	37	44	66	56
PYGM	249	255	483	480
SF1	745	709	732	773
MAP4K2	34	35	24	21
MEN1	83	72	80	84
CDC42BPG	3	1	4	4
EHD1	132	143	158	192
MIR10392	0	0	0	0
MIR194-2HG	0	0	1	0
MIR192	0	0	0	0
MIR194-2	0	0	0	0
ATG2A	89	59	63	67
MIR6750	0	0	0	0
MIR6749	0	0	0	0
PPP2R5B	22	27	17	31
GPHA2	1	1	0	0
MAJIN	0	0	0	0
BATF2	0	0	0	0
ARL2-SNX15	0	0	0	0
ARL2	60	55	66	66
MIR6879	0	0	0	0
SNX15	0	0	0	0
SAC3D1	22	34	34	34
NAALADL1	2	0	0	0
CDCA5	106	140	90	120
ZFPL1	42	52	43	47
TMEM262	1	0	0	0
VPS51	188	187	154	162
TM7SF2	64	70	62	72
ZNHIT2	6	22	18	15
FAU	676	829	803	823
MRPL49	172	207	188	164
SYVN1	110	81	92	98
MIR6751	0	0	0	0
SPDYC	0	1	1	2
CAPN1-AS1	22	14	16	22
CAPN1	202	208	218	221
SLC22A20P	1	4	4	2
POLA2	115	115	90	77
LOC105369344	6	2	4	3
CDC42EP2	14	12	7	4
LOC124902691	2	3	3	1
DPF2	532	592	531	517
TIGD3	0	3	1	1
FRMD8	65	83	83	76
SLC25A45	9	17	13	22
NEAT1	2450	2365	1285	1128
MIR612	0	0	0	0
FAUP4	5	9	3	2
LINC02736	2	5	1	1
MALAT1	1503	2016	1431	1683
TALAM1	7	10	6	6
MASCRNA	0	0	0	0
SCYL1	181	151	146	156
LTBP3	158	146	128	147
ZNRD2-DT	3	8	1	9
ZNRD2	38	46	68	55
FAM89B	94	94	79	110
EHBP1L1	38	40	21	16
LOC124902692	0	0	0	0
KCNK7	1	0	1	0
MAP3K11	28	25	30	28
PCNX3	227	198	209	213
MIR4690	0	0	0	0
SIPA1	12	12	5	20
MIR4489	0	0	0	0
RELA	208	169	189	200
RELA-DT	2	6	6	13
KAT5	48	54	47	52
RNASEH2C	76	77	75	89
AP5B1	53	68	41	48
OVOL1	1	1	0	0
LOC124902693	9	10	9	3
OVOL1-AS1	0	0	0	0
SNX32	11	10	4	10
CFL1	1040	1178	1345	1339
MUS81	104	139	103	119
EFEMP2	290	326	331	316
CTSW	0	1	2	1
FIBP	271	316	341	332
CCDC85B	16	24	29	24
FOSL1	2	6	9	5
C11orf68	72	73	83	67
DRAP1	90	88	96	91
LOC105369350	0	0	0	0
TSGA10IP	1	1	0	0
SART1	130	160	121	139
EIF1AD	153	172	154	179
BANF1	333	448	421	446
CST6	0	0	0	0
CATSPER1	0	2	0	0
GAL3ST3	18	23	24	25
SF3B2	1091	1294	1280	1387
SNORD13F	0	0	0	1
PACS1	899	936	710	715
LOC124902833	4	10	0	5
LOC105369354	17	16	8	18
KLC2	102	115	97	99
LOC124902694	0	0	0	0
RAB1B	337	343	332	358
LOC107984340	1	0	1	3
CNIH2	4	2	2	2
YIF1A	83	83	73	70
TMEM151A	0	0	0	0
CD248	27	28	26	33
RIN1	2	3	1	3
BRMS1	70	69	80	63
B4GAT1	123	150	114	164
B4GAT1-DT	0	0	0	0
TRS-GCT3-1	0	0	0	0
SLC29A2	116	187	150	119
NPAS4	117	102	86	111
LOC124900311	0	0	0	0
MRPL11	86	119	128	98
PELI3	8	18	11	11
DPP3-DT	2	1	4	3
DPP3	30	65	37	76
BBS1	229	212	198	228
ZDHHC24	70	80	81	53
ACTN3	79	46	29	22
CTSF	0	0	0	0
CCDC87	19	24	27	26
CCS	36	46	34	41
RBM14-RBM4	0	0	0	0
RBM14	214	229	209	217
RBM4	88	68	82	83
RBM4B	237	291	239	245
SPTBN2	60	78	52	31
C11orf80	41	51	38	36
RCE1	12	18	10	20
PC	14	18	14	16
LRFN4	30	29	23	35
MIR3163	1	0	0	0
C11orf86	0	0	0	0
SYT12	0	0	0	0
MIR6860	0	0	0	0
RHOD	199	186	134	149
LOC107984341	0	1	0	0
KDM2A	762	759	676	638
LOC124902695	12	16	12	7
LOC124902839	1	0	0	1
GRK2	30	38	34	35
ANKRD13D	20	29	28	16
SSH3	32	34	11	11
LOC100130987	7	6	2	7
POLD4	60	82	63	55
CLCF1	5	5	6	7
RAD9A	18	15	19	20
PPP1CA	205	198	255	277
TBC1D10C	12	9	5	4
CARNS1	9	10	3	13
RPS6KB2	44	44	56	43
CORO1B	19	36	24	18
PTPRCAP	0	0	0	0
GPR152	0	0	0	0
CABP4	2	4	2	2
TMEM134	40	44	46	59
AIP	105	124	83	81
MIR6752	0	0	0	0
PITPNM1	32	45	26	26
CDK2AP2	78	98	95	108
CABP2	0	0	0	0
GSTP1	451	517	592	537
NDUFV1-DT	0	0	0	0
NDUFV1	683	752	729	848
DOC2GP	5	4	2	2
LOC124902696	175	193	158	138
NUDT8	15	13	15	25
TBX10	24	13	17	6
ACY3	1	0	0	0
ALDH3B2	1	0	2	1
LOC105369358	8	9	10	7
FAM86C2P	13	11	9	14
LOC112268076	0	0	0	0
LINC02754	0	0	0	0
LOC124900601	3	1	3	1
LOC124902697	0	0	0	0
UNC93B1	1	2	1	3
ALDH3B1	1	2	0	2
NDUFS8	413	454	440	488
MIR7113	0	0	0	0
MIR4691	2	1	3	1
TCIRG1	10	6	5	11
MIR6753	0	0	0	0
CHKA	955	901	937	857
CHKA-DT	7	5	4	4
KMT5B	716	717	670	684
C11orf24	172	168	155	171
LOC105369363	0	2	1	2
LRP5	127	116	99	108
LOC124900302	29	18	23	12
LOC124902698	4	3	2	3
PPP6R3	1787	1897	1821	1580
LOC107984343	0	0	0	0
GAL	2	3	0	1
TESMIN	56	54	42	24
CPT1A	209	246	368	325
LOC124902699	4	2	9	5
LOC124902700	0	0	2	1
LINC02701	120	114	34	32
MRPL21	311	379	372	386
IGHMBP2	57	56	33	41
MRGPRD	0	0	0	0
MRGPRF	10	8	5	5
MRGPRF-AS1	1	2	1	1
LOC124902701	0	1	0	1
LOC124902702	0	1	0	1
TPCN2	170	156	110	105
MIR3164	0	0	0	0
LOC338694	1	3	1	0
SMIM38	41	62	28	40
LOC105369366	1	3	2	0
LOC105369367	0	0	0	4
LOC105369368	0	0	0	0
MYEOV	0	0	0	0
LOC105369370	1	0	1	0
LINC02953	0	0	0	0
LOC124902703	0	0	0	0
LINC02747	0	0	0	0
LINC01488	5	2	1	1
CCND1	2407	2588	1093	1065
LOC124902704	0	0	0	0
LTO1	54	57	55	44
FGF19	0	0	0	0
FGF4	0	0	0	0
FGF3	0	0	0	0
LOC107984368	0	0	0	0
ANO1	1	1	2	0
LINC02753	0	0	0	0
LOC105369371	0	0	0	0
LINC02584	0	0	0	0
LOC101928473	0	0	1	0
FADD	43	61	48	55
LOC124902705	1	7	4	2
PPFIA1	601	600	563	582
MIR548K	4	3	3	1
LOC107984346	5	5	6	10
LOC105369373	0	1	1	0
CTTN-DT	5	5	4	6
CTTN	587	649	703	766
SHANK2	7	8	1	7
SHANK2-AS1	0	0	0	0
SHANK2-AS3	0	0	0	0
MIR3664	0	0	0	0
LOC124902706	0	0	0	0
LOC124902707	0	0	0	0
ACTE1P	1	0	0	0
DHCR7	211	219	129	114
NADSYN1	77	88	61	49
MIR6754	0	0	0	0
KRTAP5-7	1	1	0	1
KRTAP5-8	0	2	1	1
KRTAP5-9	2	3	0	2
KRTAP5-10	0	3	0	3
KRTAP5-11	0	0	0	0
FAM86C1P	7	4	5	3
ALG1L9P	8	8	4	5
XNDC1N-ZNF705EP-ALG1L9P	7	15	10	13
ZNF705EP	4	2	2	2
DEFB108B	0	2	0	0
XNDC1N	60	92	55	54
DEFB131B	10	8	9	12
RNF121	75	79	77	75
IL18BP	106	95	92	71
NUMA1	354	380	343	409
LOC100128494	5	9	4	12
MIR3165	0	1	2	2
LRTOMT	0	1	0	1
LRRC51	11	22	18	12
LAMTOR1	172	215	202	182
TOMT	0	0	0	0
ANAPC15	22	19	11	20
FOLR3	0	0	0	0
FOLR1	25	41	46	49
FOLR2	0	0	0	0
INPPL1	451	454	482	465
PHOX2A	0	0	0	1
CLPB	154	156	156	145
LOC124902708	7	5	2	3
LOC112268077	4	13	4	7
LOC105369376	0	1	0	0
LINC01537	0	0	0	0
PDE2A	0	5	1	0
PDE2A-AS2	0	0	1	1
LOC105369377	0	0	0	0
MIR139	0	0	0	0
PDE2A-AS1	0	2	1	0
ARAP1	61	47	66	77
ARAP1-AS2	2	2	4	5
STARD10	76	83	80	94
MIR4692	0	0	0	0
LOC107984421	10	9	6	11
ATG16L2	45	41	25	34
FCHSD2	1267	1234	978	876
IUR1	2	5	3	2
LOC124902709	0	0	0	0
P2RY2	3	3	0	1
LOC105369382	0	0	0	0
P2RY6	1	1	0	2
ARHGEF17-AS1	4	2	5	3
ARHGEF17	330	364	305	270
LOC124902710	27	31	33	32
RELT	12	16	10	8
FAM168A	821	853	956	909
PLEKHB1	38	40	17	28
RAB6A	1468	1619	1755	1821
LOC124902711	3	6	7	10
MRPL48	138	184	168	161
COA4	333	369	327	325
PAAF1	311	358	287	331
DNAJB13	4	2	1	2
UCP2	391	418	315	340
UCP3	18	30	19	23
C2CD3	596	611	574	545
PPME1	566	541	591	577
LOC105369383	17	8	9	9
P4HA3	1	2	4	1
LOC124902824	4	3	4	3
P4HA3-AS1	0	1	0	0
LOC112268078	4	1	2	3
PGM2L1	226	267	317	301
MIR548AL	0	0	0	0
KCNE3	0	0	0	0
LOC107984356	1	0	0	1
LIPT2	19	16	23	29
LIPT2-AS1	19	20	21	12
LOC124902712	3	0	3	1
LOC105369386	2	0	0	0
POLD3	225	250	249	220
CHRDL2	0	2	31	22
LOC124902713	1	2	2	0
LOC124902714	0	0	0	0
LOC124900308	0	0	0	0
MIR4696	0	0	0	0
RNF169	476	393	448	461
LOC124902715	2	5	1	4
XRRA1	85	56	90	84
LOC107984352	10	7	13	10
SPCS2	402	389	409	371
NEU3	252	280	273	259
OR2AT4	2	2	1	3
LOC107984358	0	0	0	0
SLCO2B1	1	0	1	1
LOC105369388	0	0	0	0
LOC124902716	0	1	0	0
LOC124902717	0	0	0	0
TPBGL	0	3	0	1
ARRB1	199	212	194	232
MIR326	1	1	0	0
RPS3	2377	2889	2598	2818
SNORD15A	0	4	1	2
SNORD15B	1	0	2	1
KLHL35	16	15	8	15
GDPD5	16	14	9	9
LOC105369389	0	0	1	0
SERPINH1	552	569	668	840
LOC105369391	1	0	2	0
MAP6	92	104	108	115
LOC105369392	0	0	0	0
MOGAT2	1	0	0	0
DGAT2-DT	0	0	0	0
DGAT2	47	53	37	37
UVRAG-DT	0	1	1	0
UVRAG	404	450	462	427
WNT11	108	116	140	143
LOC112268079	4	2	2	3
LINC02761	0	0	1	2
TRP-AGG2-4	0	0	0	0
TRP-TGG2-1	0	0	0	0
LOC105369395	0	1	0	0
THAP12	303	364	328	364
GVQW3	175	193	238	230
LOC124902718	53	56	71	61
EMSY	609	640	570	602
LINC02757	0	0	0	0
LRRC32	33	40	35	32
GUCY2EP	0	0	0	1
LOC105369397	0	0	0	0
LOC124902719	2	2	1	0
TSKU	67	44	66	51
TSKU-AS1	2	0	2	1
LOC124902720	0	0	0	0
ACER3	354	352	380	330
LOC124902721	4	10	6	8
B3GNT6	0	0	0	0
LOC105369399	0	0	0	0
LOC105369400	0	0	0	0
CAPN5	38	41	44	35
OMP	0	0	0	0
MYO7A	4	4	5	8
GDPD4	0	1	0	0
PAK1	287	296	165	170
LOC124902722	3	3	0	5
LINC03030	3	1	0	2
AQP11	28	41	46	37
CLNS1A	460	462	373	399
LOC107984369	0	0	0	1
RSF1	2517	2640	2277	2295
RSF1-IT1	2	6	4	3
AAMDC	79	98	116	87
INTS4	269	283	279	234
NDUFC2-KCTD14	0	0	0	0
KCTD14	1	0	0	0
LOC124902723	0	0	0	0
THRSP	0	1	0	0
NDUFC2	49	53	53	36
LOC105369401	5	4	4	0
ALG8	397	434	459	440
KCTD21-AS1	4	3	2	3
KCTD21	100	99	113	104
USP35	206	226	183	188
GAB2	427	430	585	600
